prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,error,label,prompt_idx,wall_s
Symbol of the element chlorine?,31360,24,-1,3871.0324323692175,3118.0777868347022,0.8054899671626674,4.625647658286607,4.002966721122023,0.5615629617431506,69314831.01713891,0.3442198553681158,0.1604350203872887,0.006849753025700115,15,46.263893723487854,2210.294356413868,47.01376773258944,43.731136322021484,57.26102485656738,65.79027286529542,67.14860534667969,32,82.3382727882449,1.2609341144561768,0.7511612176895142,4.239198481644589e-14,3887.0710134506226,0.0041432308722840665,3918.962240219116,0.012381660109358428,4314.411926269531,0.1145377884702838,869.925675022257,472.4600248901274,1.09589057727325e-05,205.25340459785434,0.12760890566655453,,factual,10,90.84044575691223
Chemical symbol for zinc?,31360,24,-1,3789.3984346926954,3016.693102712051,0.7960875993122353,4.6620913182517345,4.096008028922419,0.5691977946275293,66945489.08445535,0.34333177338012244,0.15971043283308015,0.00039464703199533274,15,45.53464698791504,2134.741361111459,46.203261368776325,42.88228988647461,55.69946022033692,62.25467067718506,63.628719329833984,32,82.01582144704288,0.6345533728599548,0.8483116030693054,4.340201850622693e-14,3772.0605731010437,0.004575359886392566,3693.925619125366,0.025194715523513343,2948.6997604370117,0.22185544453676873,504.49125533284194,228.61805215421313,1.345566002847795e-06,77.0885554722372,0.10350359220002583,,factual,11,91.73919177055359
Symbol of the element silver?,31360,24,-1,4188.14445008525,2867.8741577149954,0.6847600869298142,3.6273446779137397,3.887226277263216,0.6554767357759851,63625634.962982714,0.3475005442841658,0.1586508028769302,0.0035821992425459064,15,44.52050518989563,2028.8786659114385,45.04307567108887,42.716142654418945,53.00750999450683,59.201242446899414,59.92561721801758,32,92.98087192507903,1.2868784666061401,0.6174052953720093,4.418371561696768e-14,4200.098216533661,0.0028541915377744936,4242.554664611816,0.012991484695676748,4711.026763916016,0.12484820427340365,1519.8312169944365,435.0316510713695,7.975078685448413e-07,136.18643250448793,0.0022159896085629308,,factual,12,91.04417181015015
Define erosion in one sentence.,31360,24,-1,4533.718551188269,2750.4595806165694,0.6066674738544775,3.5469699475318386,3.1424077667150883,0.5542093176993046,72906562.32164624,0.350804073082197,0.16148751534568193,9.489546536600683e-06,15,46.814877450466156,2324.826604644332,48.216455745360754,43.02458381652832,59.297142791748044,83.46889312744143,91.2948226928711,32,94.02844902436438,0.43715494871139526,0.9414984583854675,4.1764536100096485e-14,4519.8217034339905,0.00306522065659241,4336.062431335449,0.04359691004661391,3129.2627334594727,0.30978010696334335,411.3800195167345,120.21232149415323,0.0004977842589686615,126.17903668702775,0.2789468853506839,,factual,13,90.5669686794281
Chemical symbol for hydrogen?,31360,24,-1,3961.028645272088,3155.0631190065565,0.7965262060834782,4.436376201962261,3.880071289457319,0.5704497852301192,69605624.32552066,0.34517745955933815,0.1605222386843778,0.0068851811143466335,15,46.225377321243286,2219.567102216858,47.11228186170627,45.05490493774414,58.749441528320325,69.42495876312258,72.66117858886719,32,84.07634885737939,0.6448436975479126,0.8518825769424438,4.2458673939719284e-14,3947.4520087242126,0.0034275532352133994,3882.4875354766846,0.01982846296482874,3217.2359466552734,0.1877776621243602,595.2265170953849,402.2182342066433,1.3734164039631855e-06,139.89299113063862,0.4430207433622278,,factual,14,88.67368507385254
Define magnetism in one sentence.,32256,24,-1,2886.605682794539,2196.7710481961403,0.7610222141839038,5.429083145829904,4.603105397097524,0.5238705341127244,45237793.87754874,0.3319931911088547,0.15095800191100048,0.005436347321222439,15,37.17241990566254,1402.4613677315458,37.44945083351084,37.27011680603027,41.82992248535157,49.61394176483155,50.96529006958008,32,77.08005374037273,0.2415071725845337,0.9655133485794067,5.342463735303276e-14,2897.104322910309,0.003637019139242474,2874.28617477417,0.004267818113779398,2705.1462173461914,0.06286257472918007,69.57915360623772,58.10168521704514,0.0020309098639775805,19.61989411169164,0.3216628853803084,,factual,15,89.99946618080139
Author of Ulysses?,32256,24,-1,5217.510923294626,2766.91057102147,0.5303123676594602,3.043751459657598,2.72329463651368,0.579446901493429,82858281.32477683,0.3566573221890424,0.16356631043855432,0.0013499161932756726,15,49.45612531900406,2568.7711224199165,50.68304570978264,49.088083267211914,64.09857864379883,75.26789634704592,78.95879364013672,32,102.94391053707847,1.7027074098587036,0.5804769396781921,3.9649783967181545e-14,5224.180221557617,0.0012782528606149499,5360.220909118652,0.027352120181841657,6472.380065917969,0.24051107148060333,1451.0825537681026,825.5573389582527,1.6258399366987539e-06,1131.3792571269316,0.7997924548386509,,factual,16,90.65460801124573
Define refraction in one sentence.,32256,24,-1,3318.2672337417066,2197.5343940920893,0.6622535917983103,4.404387443510557,3.9053024317811995,0.532569688533209,48496258.4023994,0.3377999170048535,0.15240703864913457,5.9465643588170144e-05,15,38.33203321695328,1503.4802332093068,38.7747370488738,36.64642333984375,46.36515655517578,51.76172908782959,52.61300277709961,32,85.57807186568654,1.3032407760620117,0.6799380779266357,5.178586487867649e-14,3326.5653252601624,0.0025007303312032368,3353.569984436035,0.01063891127735389,3534.5340728759766,0.06517462998011934,2900.720721748902,525.7670673280015,5.870532175170744e-05,1611.607992504911,0.7370645785910438,,factual,17,91.02573013305664
Define respiration in one sentence.,32256,24,-1,3497.9259058156654,2964.2231800933473,0.847423090113206,5.602478668051515,4.932087091786416,0.5776620662006867,68549047.30578454,0.3399968947284721,0.15961668155509606,0.0001918807275225503,15,45.0618531703949,2125.156476493816,46.09941948109343,42.17062568664551,56.45203704833985,70.6830101776123,71.80118560791016,32,75.8778731964332,0.21564705669879913,0.9601863026618958,4.3125338964880217e-14,3490.0546073913574,0.002250275916714273,3450.798988342285,0.013472817533106349,3027.961540222168,0.13435515166634396,484.1423946238774,33.3076748781319,1.8904157811784155e-06,58.00099071537625,0.3084489727086545,,factual,18,92.35420799255371
"What colour is Saturn, briefly?",32256,24,-1,4768.740665448479,3147.6099348857406,0.6600505575175204,3.6936529875026842,3.323928100960941,0.5659610220451838,83996947.17953716,0.35290989739953565,0.16385065961698694,5.8539785350879486e-05,15,49.78663194179535,2604.072023175135,51.030108986510456,46.461801528930664,68.19380340576173,73.80804573059082,74.37873077392578,32,93.44954890668522,0.35346081852912903,0.9540266990661621,3.9159180964561954e-14,4744.960367679596,0.00498670391979619,4524.411678314209,0.051235536649022674,2959.042167663574,0.379491908817128,590.3252206615318,62.9505698105536,4.766713840734072e-06,94.4972535977331,0.3513352158069333,,factual,19,90.39273691177368
What is the capital of Latvia?,32256,24,-1,6918.35971230882,3257.501785477058,0.4708488602697925,2.02449449344669,2.025194681552443,0.7259071510322322,96899799.3309418,0.368413916030032,0.16682768030291037,0.009403392195179156,15,53.24474507570267,3004.0860407658047,54.80954333659244,48.92525672912598,73.12315902709962,78.9557063293457,79.12406921386719,32,126.2254580342361,0.6206534504890442,0.9026784300804138,3.664724156710158e-14,6872.420907020569,0.006640129625887943,6579.338550567627,0.049003112853184365,4058.742141723633,0.4133375091060226,1014.1124088073773,463.6790155862794,1.7016025405191258e-06,682.8658670609748,0.7659011086171883,,factual,20,91.5554850101471
Hemisphere of Paraguay?,32256,24,-1,5053.707160793122,4130.6577415309885,0.8173520170651771,3.915008781214505,4.0489415188467675,0.6823725278219406,99989152.27433999,0.3553282226750993,0.16748151894543004,0.00041053493183378396,15,54.45811569690704,3099.862111679687,55.67640534085949,53.450016021728516,73.30240936279299,81.17598487854005,83.4673080444336,32,90.76927883281007,2.143726348876953,0.40691646933555603,3.5986532630034787e-14,5036.954283714294,0.0033149679128219307,4942.377090454102,0.022029386902890608,4169.965362548828,0.17487000534981542,4380.674757941739,2164.3809492831133,9.119488824703485e-07,3067.9250082252374,0.8131874382208495,,factual,21,91.987220287323
Define condensation in one sentence.,32256,24,-1,5766.649679351946,3255.0816069688403,0.5644666813425442,2.93967426795224,3.246702374425575,0.6789575615023761,97756658.68717897,0.3608269394181793,0.16701109422167937,0.0015024189514565645,15,54.195085883140564,3030.6503809269275,55.051343134631395,52.33651924133301,65.91663665771485,75.28266258239746,77.26873016357422,32,104.75039029019057,0.15754561126232147,0.9799802303314209,3.6304711036046044e-14,5762.53354549408,0.0007137825404246404,5638.7619972229,0.022177120033311598,4097.07145690918,0.28952308797617005,393.6783002889486,36.29121835396155,8.563113901555387e-07,229.5625300794727,0.7453504164697546,,factual,22,91.5284743309021
Largest city of Paraguay?,32256,24,-1,4199.3714512636925,3177.4559861146017,0.756650375655249,3.7474234407584,3.086781517732186,0.5547629371281183,66084765.2940339,0.3476120891087953,0.158853946815827,0.0025208712558489627,15,44.0767138004303,2048.7588446811105,45.26321734787653,41.48513412475586,60.779710769653335,67.48784889221191,69.10855865478516,32,92.77668927042387,1.2973088026046753,0.7202573418617249,4.4167082639877516e-14,4171.243607997894,0.006698107941209598,3997.840404510498,0.04799076459229365,2726.9765853881836,0.350622678408796,1055.4023671642885,363.00480461892454,9.429205326754443e-05,202.9307267918698,0.1958253852441157,,factual,23,90.5828070640564
Who wrote Don Quixote?,32256,24,-1,4332.495548757207,3653.5449005045375,0.8432887834247331,3.3076755423591493,3.0771685974577174,0.665665741208779,62086782.24755935,0.3489124580909075,0.15755384013672094,0.0038730299132564818,15,42.781024515628815,1924.813437734355,43.87269581111189,40.15492630004883,55.281010055542,72.07052856445313,73.73468780517578,32,98.7515234397744,1.3449503183364868,0.693503737449646,4.55126776385269e-14,4320.453703403473,0.0027794247491352434,4265.694618225098,0.015418580303278417,3698.9013671875,0.14624231564449172,1927.7717129468735,411.31202477961796,4.2176256742285795e-05,1096.1160706893256,0.7359790355578997,,factual,24,89.44611406326294
Define natural selection in one sentence.,32256,24,-1,3775.5885068907737,2029.636283041702,0.5375681908495697,3.2911614001059273,3.0548775488955724,0.577935589730725,46915731.444524266,0.34317964772490556,0.15171675522915362,0.001509170573684964,15,37.04518020153046,1454.4807615489913,38.13765542805419,35.18120002746582,48.55862998962402,62.4579906845093,67.31058502197266,32,98.99896741196468,0.22504112124443054,0.9657871723175049,5.21525033207698e-14,3770.4116106033325,0.0013711494984140653,3751.3880729675293,0.006409711725490355,3464.9978637695312,0.08226284261496923,376.92277275766793,43.99940507656985,1.252266378527573e-06,129.02755457685998,0.5539293290772495,,factual,25,92.02903127670288
What language is spoken in Bulgaria?,32256,24,-1,4694.1381000804495,2687.9169586513826,0.5726113934750483,3.077485894453077,2.6040286114458184,0.562743130381411,67812193.9620599,0.3522529081888411,0.15939152577616558,0.0004889625712573106,15,44.485543847084045,2102.31256082775,45.85098211410253,40.958736419677734,56.41028366088867,76.04054092407227,76.6329116821289,32,102.37813638099927,1.2102031707763672,0.7076573371887207,4.39072513823095e-14,4664.784073829651,0.006253336741476676,4466.64571762085,0.048463078335019796,2979.4090270996094,0.3652915692768929,991.74564506821,615.9798174005703,1.9068422935205793e-05,396.8432724178442,0.3846761285510314,,factual,26,89.80371618270874
What currency does Paraguay use?,32256,24,-1,5055.950181502982,2157.4552500976247,0.4267160815766341,2.1146211400100285,2.0585679733033118,0.6986305405773667,54055282.5244384,0.35534671176817395,0.1546678849973949,0.00041422614168139406,15,40.082099199295044,1675.8210108022818,40.936792873920666,39.432464599609375,51.377278900146486,60.411738204956066,62.42720413208008,32,123.50625993282974,1.2557828426361084,0.725516676902771,4.91303031941749e-14,5017.908215522766,0.007524197156726493,4807.584762573242,0.04912339125460051,3035.989761352539,0.39952142478389074,1116.3300242658681,304.4225388823938,3.650649464794937e-06,225.03894313462115,0.25649476464748233,,factual,27,87.45307517051697
Define plate tectonics.,32256,24,-1,4300.619932534963,2553.626091381031,0.5937809272710639,2.968555712977603,2.636717143509939,0.592616385957041,54904422.89052796,0.34860476923529476,0.15499260655151498,0.002010923695836165,15,40.53476572036743,1702.146046953372,41.25707269006578,39.03240203857422,50.39782180786133,60.41830207824708,62.24216079711914,32,104.23958007981494,0.1590125411748886,0.9823219180107117,4.871445539592425e-14,4334.532916545868,0.007885603597366864,4539.729118347168,0.055598771703423824,6673.5076904296875,0.551754815612373,147.10725790255995,39.906184870458844,0.0016031381615682111,38.75814883039857,0.21010942055737264,,factual,28,77.73033022880554
Who wrote Ulysses?,32256,24,-1,5443.888043317544,3517.225854513482,0.6460871029173589,2.7086250289968388,2.8714040476361635,0.6981866269147164,80272586.61979036,0.358427033267034,0.1629058204614364,0.0004421057729282327,15,49.07171177864075,2488.609456218699,49.88596452128293,46.57033729553223,62.94731559753418,70.61591247558594,72.93644714355469,32,109.12664705510304,1.6234560012817383,0.5715072154998779,4.032482327765617e-14,5442.573428153992,0.0002414846067904803,5509.163379669189,0.01199057288324882,5870.721435546875,0.07840598278895097,2197.5703831442493,855.5742565758322,8.43224162912427e-07,1166.5297392141922,0.7095148297533271,,factual,29,78.53084897994995
What is the chemical symbol of carbon?,33152,24,-1,5433.693860074933,2899.811861876785,0.5336722930203497,2.213495731848112,2.656921634855653,0.7857317907830069,65353525.59675484,0.35834893543918306,0.15805132542527398,0.000245215263703832,15,42.85414510965347,1971.3298020256648,44.39965993141912,40.789737701416016,55.31107711791992,81.4950793075562,91.49915313720703,32,122.38142968815157,0.09661047160625458,0.9871495366096497,4.505811653175074e-14,5387.610197067261,0.008481093008621654,5150.28190612793,0.052158248374908366,3343.992233276367,0.3845821425739556,278.37739365485044,62.25705272533791,0.002751156490672789,195.37773250594182,0.8112996405372768,,factual,30,92.85864186286926
Define osmosis in one sentence.,33152,24,-1,8043.566936476376,5953.48155892028,0.740154412331938,2.7974069263000785,2.8522514911525105,0.7026750823947848,180989344.17732707,0.3746928296918935,0.17927271645686363,9.005306581550024e-05,15,72.19545578956604,5459.379348978254,73.88761296034846,71.1854476928711,91.9757911682129,100.07836715698242,101.33056640625,32,108.86218425804094,1.174532175064087,0.7745751738548279,2.6860502303345458e-14,8088.352084159851,0.005567821842866862,8343.929290771484,0.03734193507273616,8354.925537109375,0.03870902089731285,4110.781006024184,848.0700511832587,2.600015816805777e-06,1711.510048802708,0.5408212197290033,,factual,31,92.23596286773682
What is the chemical symbol of silver?,33152,24,-1,5628.491035624817,2734.127860861914,0.48576569520260393,2.436565826053497,2.479261865812801,0.6800400172006824,77190189.33884093,0.35981652762991206,0.1615192625041097,0.0017907991557046584,15,46.47275120019913,2328.3720239756553,48.25320739573335,41.23681640625,64.89444885253906,82.29636032104494,85.9605484008789,32,116.64491003601937,0.1783132702112198,0.9680620431900024,4.1443867633215786e-14,5582.3200941085815,0.008203076317258527,5338.067054748535,0.051598906178952866,3451.8096923828125,0.3867255592067176,1109.1956483854085,62.13776016779073,1.272753806356387e-06,742.5019932392424,0.816697543733079,,factual,32,92.95631909370422
What is the chemical symbol of tin?,33152,24,-1,5151.553413514082,2611.970840501339,0.5070258678963415,2.8504082054073003,2.661743753820603,0.6092296846093319,75645565.49127416,0.3561272325778142,0.1610981469189068,0.0004177508309197772,15,46.495722234249115,2281.7798471064843,47.76797930734023,43.341060638427734,66.05423316955567,72.23517463684082,72.26461791992188,32,107.84532836042251,0.12827472388744354,0.9801685810089111,4.191430689368837e-14,5112.565755844116,0.007568136160190009,4886.328220367432,0.051484508041959705,3159.9809646606445,0.3865964863392352,398.9406617587531,45.32952729999245,9.951843819411034e-07,247.53446726949733,0.7812941890980009,,factual,33,92.57156109809875
What is the chemical symbol of hydrogen?,33152,24,-1,5313.573317734617,3044.9000519222063,0.573041881582687,2.9787890293213324,2.850445669294155,0.6149623603053499,84103312.36026631,0.3574174928793979,0.16330621217751387,4.178676048011661e-05,15,48.5496261715889,2536.900107392203,50.36764941301314,44.886802673339844,59.054011535644534,89.86953834533693,94.46513366699219,32,105.49575728983058,0.11379176378250122,0.9839207530021667,3.9716087119191927e-14,5267.171263694763,0.008732739959564006,5066.874027252197,0.04642813333525198,3449.705123901367,0.3507749084053082,395.0991262094048,37.41261201442405,1.069789028844437e-06,106.63489387700065,0.4682196771855149,,factual,34,91.99485206604004
What is the chemical symbol of zinc?,33152,24,-1,5735.215898930127,2716.962594519753,0.47373327219060524,2.490751463087346,2.420126694505809,0.6547188460079959,81927544.15522957,0.3605991947792276,0.16276015585697448,0.00242099810419155,15,48.439019083976746,2471.270033639888,49.71187014828438,45.98099136352539,65.83998222351075,71.00110046386719,71.63186645507812,32,115.36914386488718,0.11703570187091827,0.9816926717758179,4.0315573807782606e-14,5687.11519241333,0.00838690423594512,5420.578479766846,0.05486060589662808,3428.0052185058594,0.40228837433210923,520.9422782211545,45.48050959175534,1.9355728705597365e-06,415.4216251609887,0.8910984856700009,,factual,35,93.01403903961182
What is the chemical symbol of neon?,33152,24,-1,5101.328393920193,2648.8784292947757,0.5192526778812615,3.0895257892284844,2.849114668783056,0.5889248000889961,80400433.12390587,0.3557190105913446,0.16236816240893306,1.1997902533591368e-05,15,48.29890596866608,2425.206114982682,49.246381745085415,45.50502395629883,59.86070251464844,73.73907608032226,74.48532104492188,32,103.58788225957699,0.24346676468849182,0.9493315815925598,4.051446991881784e-14,5063.563585281372,0.007402936200662794,4855.6413650512695,0.04816138266294231,3167.4985885620117,0.37908357510622837,1372.143815048684,46.454225033135025,2.1559671293743956e-06,762.9864847166991,0.7435359071401418,,factual,36,93.52909016609192
What language is spoken in Paraguay?,33152,24,-1,4913.4049586385445,2589.5111283949595,0.5270298601873205,3.0845033813978557,2.3244079642850757,0.5195694049839318,74464687.32520111,0.35415510227961944,0.1607703593692564,4.460608242703402e-05,15,45.12617975473404,2246.159728680053,47.39366760106304,39.967628479003906,71.71493873596194,77.13095901489258,77.40170288085938,32,103.67218253706604,1.6547603607177734,0.471086323261261,4.2310260059455685e-14,4872.435927391052,0.008338215879287984,4666.011810302734,0.05035065304374184,3078.11336517334,0.3735274435783012,2050.5820290833944,965.3065645230711,0.00011756976557063054,411.49111366007673,0.26205188280652936,,factual,37,91.95718479156494
What is the chemical symbol of helium?,33152,24,-1,5804.034891732576,2681.732423215528,0.46204622701966513,3.4115922807998826,2.373920839828263,0.47186361784170955,114925698.57169801,0.36109619273566623,0.16981120942749336,0.0022024589374781836,15,55.47979438304901,3466.629421202281,58.8780894832898,52.05299186706543,76.72865600585938,114.95255554199221,122.27670288085938,32,98.57716075144934,0.3387265205383301,0.9193880558013916,3.4068181040507805e-14,5751.550197601318,0.009042794385336766,5506.400585174561,0.05128058533589695,3488.8744354248047,0.39888810103563443,2366.051357282344,76.11193261605295,0.00029548104643128015,1514.1576352972152,0.7984111002058587,,factual,38,92.44777798652649
Who wrote 1984?,33152,24,-1,4351.331610686034,3797.483073484364,0.8727174605949303,2.9233299645852076,3.3821333453622815,0.82170276431484,55350583.25402524,0.34909321644322694,0.15459040477095162,0.00041413873679736735,15,40.00001162290573,1669.6001222859932,40.86074059884369,39.86914253234863,48.03625564575195,59.13111282348633,60.22187423706055,32,106.4917460357795,2.352325916290283,0.2425793707370758,4.9081711690593145e-14,4350.220263004303,0.0002554040420641856,4340.965270996094,0.002382337320484232,4072.1397399902344,0.06416239801401434,2141.4956866301077,616.6532272732074,0.0012268135741741078,1366.2086764792878,0.7838716080874926,,factual,39,93.12721610069275
Java: sort numbers.,30464,24,-1,4274.101958004691,3311.775382382899,0.7748470707818484,3.4818519710932714,3.4993148862770056,0.6769915146705505,63606289.17581121,0.34834705379168446,0.15924837442171763,0.00017822497474684945,15,44.524666488170624,2087.9165301933826,45.69372528250879,44.67438888549805,58.824436950683605,70.1798725128174,72.86859130859375,32,93.53804995279498,1.780188798904419,0.42443975806236267,4.3866804696307586e-14,4305.655658245087,0.007382533348625527,4509.5014572143555,0.05507578001708626,6778.482818603516,0.5859431724384884,1075.751646913081,421.4245124520078,1.5588358384688977e-06,317.871499723258,0.17273322355010276,,coding,0,79.23663997650146
Python: count vowels.,30464,24,-1,3795.7773720384084,2970.7266471399203,0.7826398537026369,3.681171899935548,3.975302526017613,0.6888021030459085,53038051.80511446,0.34340185458206224,0.15546290072715413,0.00011170468919060889,15,41.27570080757141,1741.0074778464568,41.72538169803192,39.89211845397949,46.70963401794434,56.67274158477783,57.23882293701172,32,90.97046492009335,1.5738575458526611,0.3922539949417114,4.791658232463954e-14,3783.8205695152283,0.0031500273465087636,3623.600482940674,0.045360112625697044,2446.367073059082,0.3555030147236127,924.4568106257275,504.12155070162123,1.9251269525835463e-06,248.11000068177407,0.025429646155582256,,coding,1,79.42060399055481
