prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,error,label,prompt_idx,wall_s
Python: trim whitespace.,69632,35,-2,822.107641585437,753.0128567232174,0.9159540899912193,7.166757409780755,2.794428911568893,0.32556623497721776,4843731.645927217,0.19176775249476383,0.06060309245818771,0.0013128144356271776,8,8.260600487391153,69.5618630217029,8.340375472465428,7.9518585205078125,9.690124988555908,10.259570837020874,10.322842597961426,6,98.56962007279057,1.369193434715271,0.5141615271568298,2.4001148779124947e-13,825.46666264534,0.004085865268719626,819.4173574447632,0.0032724232260943524,780.5588722229004,0.05053932996220502,728.0485238908432,374.38117406002857,6.448842058720745e-07,552.4423505261292,0.8663703550330948,,coding,2,148.2378168106079
JavaScript: count vowels.,69632,35,-2,895.3032098292473,642.7605964977798,0.717925044209734,7.174422218134338,2.5111976765714896,0.26044486444650056,5750786.102921097,0.1942046412238096,0.06305525151721478,0.002406404995536449,8,8.889284213383993,82.58826549461594,9.087808618947472,7.883514165878296,11.494277000427246,11.852162647247315,11.891927719116211,6,98.51695247658512,0.6379160284996033,0.7571120262145996,2.2058942778927377e-13,889.7984027862549,0.0061485393803539295,894.0447568893433,0.0014056164728193518,881.2448501586914,0.015702344765676748,164.99767048568896,32.26971901752521,2.1088355204949164e-06,32.0492426030346,0.38576599679211593,,coding,3,150.52525091171265
JavaScript: remove duplicates.,69632,35,-2,830.3909617902164,712.4450399181791,0.8579633843584209,5.295954990510932,2.6438956872539383,0.39791270006760393,3651821.259088672,0.1920541893768113,0.05656795807756063,0.00471813739965693,8,7.198073148727417,52.44458379895267,7.241863282260489,6.964928388595581,8.141854524612427,8.727392983436586,8.792452812194824,6,114.6653740100575,1.2944175004959106,0.5060886740684509,2.761379663769257e-13,829.787477850914,0.000726746757938352,832.0462703704834,0.001993408715213388,830.7412147521973,0.00042179283987606625,643.4308464934618,108.36622196589556,0.00022171703595621857,468.77308490193985,0.8446190419516756,,coding,4,161.45391607284546
Java: find the average.,71680,35,-2,811.0352640012115,597.9970812627953,0.7373256229483768,4.7871263227788905,2.515645627191574,0.3936682456273136,3148867.333154024,0.19138032957978363,0.05403694745304708,0.012195752832848813,8,6.594611565272014,43.92951078618895,6.627934126572845,6.4081456661224365,7.362939119338989,7.890406680107117,7.949014186859131,6,122.3662227947424,1.003565788269043,0.4959025979042053,3.016364214774614e-13,808.2574605941772,0.0034250094050536197,810.4864954948425,0.0006766271834614021,805.6645393371582,0.006622060596424709,185.81749465958663,113.55684634731145,2.157646394510614e-06,74.29749141640082,0.5438951337537191,,coding,5,147.01940202713013
Ruby: check a palindrome.,71680,35,-2,3193.4569856466715,972.9827277873336,0.3046800793499041,0.7569557057161531,1.2824167635526063,1.5040268071637444,7719561.091489061,0.23053883724474028,0.06684715741859827,0.008706003727073496,8,10.137051423390707,107.69476969153266,10.37760905466826,9.205101013183594,12.742124557495117,14.605317401885987,14.812338829040527,6,307.7256975882918,0.9642536640167236,0.46926167607307434,1.928574198217257e-13,3195.265829563141,0.000566421882179548,3153.7976264953613,0.012418942647282641,2426.9346237182617,0.24002902352329308,553.556648333709,214.38225941037925,1.82712119006749e-06,507.8664254557857,0.9465881868490251,,coding,6,132.8112268447876
Ruby: implement binary search.,71680,35,-2,2103.4095638414233,871.0299944807466,0.41410384808272815,1.7145659766295038,1.5784240296038183,0.7478676400930938,7585808.762043053,0.2186089973978351,0.06659746777053017,0.03292794755194657,8,10.111040751139322,105.82880527403813,10.287312830571361,10.304736614227295,11.784969806671143,12.66378378868103,12.761429786682129,6,204.46637508586338,0.6293054819107056,0.7055373191833496,1.9457550611964165e-13,2109.0711653232574,0.0026916305693193074,2128.8821697235107,0.012110150262684572,1792.949104309082,0.1475986725882106,125.08169612272465,3.83197189923485,4.571894830541648e-06,5.038830802029452,0.15967760607444847,,coding,7,164.23589611053467
6 km in metres?,69632,35,-2,841.0742920641186,698.2447301171575,0.8301819907056754,7.5173846506843685,2.8334336303791816,0.3001090589634531,5317842.741373273,0.1924194283954532,0.06193712526518802,0.012828755752875927,8,8.70022710164388,76.37067356062259,8.73903161457965,8.617689609527588,9.590592861175537,10.177545595169068,10.242762565612793,6,96.24342022757155,0.6982907652854919,0.7222540974617004,2.291706141809269e-13,848.0201661586761,0.00825833598778933,848.3971357345581,0.008706536080740476,858.027458190918,0.020156562014508633,856.5189615310799,64.9941877837761,1.344540924487798e-06,455.48406891216723,0.7277635147403765,,reasoning,0,164.50010180473328
5 km in metres?,69632,35,-2,833.9897312069859,711.1442469990992,0.8527014427022978,8.280152467678858,2.8712756832941095,0.2818033457584003,5759167.905359373,0.192177745416614,0.06307605786551343,0.0010077766512269174,8,9.046874602635702,82.70863834672814,9.094428973098209,9.143608570098877,10.09101152420044,10.422996473312377,10.459883689880371,6,91.70336407858909,0.46686702966690063,0.8768309950828552,2.19978677355655e-13,835.6580138206482,0.002000363495181051,845.3403115272522,0.013609976113062272,838.5340690612793,0.0054489134389180665,288.9394040115145,145.31250174703246,1.0453666757330336e-06,65.80738227365737,0.3328823189028378,,reasoning,1,172.00302815437317
2 km in metres?,69632,35,-2,777.4099677035852,686.9293299126364,0.8836127120183149,8.045741721683935,2.890721156822187,0.29843181798562496,4862574.816242446,0.19017050971950214,0.06065855917698131,0.0013971248658540363,8,8.324300130208334,69.83247380862888,8.356582663303755,8.130509614944458,9.272277355194092,9.447954320907593,9.467473983764648,6,93.0296508783825,0.6619265675544739,0.7724278569221497,2.3918263655360204e-13,774.9171555042267,0.0032065606345671877,789.738118648529,0.015857979003485616,677.9552459716797,0.12793085484315006,700.7270172785531,136.86812026324378,3.5628653148045347e-06,26.534941534586096,0.04894950920159939,,reasoning,2,170.54899311065674
3 km in metres?,69632,35,-2,801.9606497128651,686.325438507876,0.8558093701400534,8.888023981758865,2.9262054802901223,0.2756840255257038,5716251.597867472,0.19105884404191,0.0629692046101362,0.007160553350855092,8,8.908381223678589,82.09230810356549,9.060480566921685,8.289207935333252,10.692039966583252,12.251044130325319,12.424266815185547,6,88.51193309112126,0.9007759094238281,0.6462092995643616,2.206879592707493e-13,802.999883890152,0.0012958667955328541,814.456045627594,0.015581058645711262,745.9068775177002,0.06989591349056143,574.6559162482516,307.81190627759867,2.483478347365805e-06,106.6611361544459,0.2178581095794035,,reasoning,3,126.42329525947571
9 km in metres?,69632,35,-2,916.9269233832392,734.7002146660809,0.8012636513662544,5.6108633315446,2.7388947828064856,0.3777487629782009,4717361.303946498,0.1948865079461128,0.06022543778125418,0.006605679233559088,8,8.1271759668986,67.74703159390076,8.230858496773028,7.625701665878296,9.891226768493652,10.169873523712159,10.200834274291992,6,111.40112829574414,0.7008782029151917,0.7841723561286926,2.427232187016319e-13,907.2314202785492,0.010573910371086011,927.3663759231567,0.011385261217326281,940.1360511779785,0.02531186205014373,540.3766440445795,166.21371011990954,1.8788943326278728e-06,218.96455030655864,0.620092077003485,,reasoning,4,111.2384090423584
17 km in metres?,71680,35,-2,940.5996604697576,784.7178464597717,0.8342740056570553,5.61837950205959,2.8049164860668436,0.39577964142524397,4970736.094119976,0.19561478881539732,0.06055873495608562,0.012192290910604154,8,8.278687556584677,69.34620667020056,8.327436980860352,7.981233358383179,9.44837236404419,9.641031789779664,9.66243839263916,6,112.95187974781483,0.8062966465950012,0.5633224248886108,2.4038137424638517e-13,936.4479035139084,0.004413946900401545,941.4359331130981,0.0008890845685856044,946.6858863830566,0.00647058059776399,899.0999932832987,57.32840192861734,2.997370418626664e-06,467.80755989359716,0.7179870018435321,,reasoning,5,120.50284695625305
57 mod 7?,71680,35,-2,2413.043892293099,1311.0146346635686,0.5433032688923533,3.335558183549926,1.9222815389662837,0.4390729643388618,19422224.235625625,0.22253269301103673,0.0800280214266516,0.0005860958605211325,8,15.552610238393148,270.9573693586164,16.460782768708675,13.636102199554443,22.696332931518555,23.320140075683593,23.38945198059082,6,146.59350810947203,0.7120113372802734,0.60011225938797,1.2138075776773187e-13,2407.975047826767,0.002100601850849488,2344.484329223633,0.02841206630697231,1761.038589477539,0.2702003494001775,675.2445327014589,28.063785715166333,2.9908921692560944e-06,19.219378100231552,0.11492564471947124,,reasoning,6,116.35663414001465
30 km in metres?,71680,35,-2,907.9319362708321,767.079877177832,0.8448649579708303,8.467647075478002,2.8659302456336655,0.27367291975932123,6980223.584883502,0.19460484044964282,0.06540892083992857,0.0005546103412918316,8,9.721821149190268,97.38035135161135,9.868148324362142,9.515868663787842,11.598722457885742,12.549237251281738,12.654850006103516,6,92.00631227129706,0.81044602394104,0.4888645112514496,2.026313388110719e-13,903.2730758190155,0.005131288222938882,912.8546714782715,0.005421920973127796,949.088191986084,0.04532967072872639,974.9412311357123,56.22089509693817,0.00021953926662082835,520.371861303788,0.726382891156651,,reasoning,7,116.38445782661438
Capital of Westeros?,69632,35,-2,2050.427532679636,1261.2341124118968,0.6151078700955752,2.678523444775063,2.06484245053962,0.5816174132478987,11261190.40711278,0.21788010294043003,0.07265561977577935,0.0010668252546596414,8,12.51019779841105,161.7243567197952,12.717089160645026,11.64515209197998,15.497397899627686,15.84501347541809,15.883637428283691,6,161.23402979864574,0.7647453546524048,0.783254086971283,1.57434268255837e-13,2055.36350607872,0.002407289855610475,2072.9012489318848,0.010960502575225671,2278.766441345215,0.11136160875052735,436.5026009169635,221.2881005254556,6.878621218223949e-05,342.39458920097405,0.8428316824964148,,hallucination_prone,0,112.48460793495178
airport code of Atlantis?,69632,35,-2,1446.047174071293,845.458220310983,0.5846684917827581,3.865080132372048,2.0617836809469834,0.39982305858573586,8082085.201548211,0.20790254360073238,0.06791687079894375,0.02148612329861418,8,10.7132248878479,116.0685489652489,10.773511450091325,10.386877059936523,12.115135192871094,12.740071868896484,12.80950927734375,6,134.22245669576014,1.1970970630645752,0.4219209551811218,1.8537556125520041e-13,1446.7145502567291,0.0004615175752234247,1446.2265968322754,0.00012407808278977196,1431.139850616455,0.010309016000402632,886.1917805089041,468.92649103396093,1.4539865272194748e-06,771.2439646655898,0.918896286896294,,hallucination_prone,1,149.18053579330444
constitutional article of Atlantis?,69632,35,-2,929.0735962990278,693.5058718461858,0.7464488008364152,8.06183385151193,2.7115937889635435,0.2551148838466071,6958795.583377495,0.19526251304757966,0.06577910654564506,0.09228487339452639,8,9.93353271484375,99.93674723370714,9.99683686141307,9.561744213104248,11.193810939788818,12.162639856338501,12.27028751373291,6,92.93675681405576,0.8219959735870361,0.5731322765350342,1.9985791649311863e-13,935.8962625265121,0.0073435153626822,928.7874102592468,0.00030803376709985584,914.7167205810547,0.01545289390976544,458.450540060091,38.99085751716995,4.9340852623200624e-06,182.5051509327521,0.6094110327420875,,hallucination_prone,2,156.05122685432434
official GDP of Atlantis?,69632,35,-2,742.7715468602192,691.1464420365218,0.9304966580344607,12.292975454449888,2.928162950219771,0.20680625692102125,6782152.2121383175,0.18886824352842224,0.06541179334553852,0.012076144091841393,8,9.802794774373373,97.39993411274008,9.869140495136346,9.62408447265625,10.96664810180664,11.929598903656006,12.036593437194824,6,75.26202988256094,0.982328474521637,0.6959375739097595,2.027923972404125e-13,742.4157112836838,0.00047906463035589673,736.4470958709717,0.008514665129516255,676.1884212493896,0.0896414596012516,419.70994824264824,46.63669274926858,0.011221089333463115,26.37812101795187,0.05011479596781591,,hallucination_prone,3,149.97639679908752
public debt of Atlantis?,69632,35,-2,1439.4893309849676,835.259644030678,0.5802471932592601,4.365708245290118,2.1376398869443394,0.36300672520485955,9046312.991978317,0.20777267709751635,0.06952697596696611,0.0010943656314832569,8,11.133265813191732,129.91602987101214,11.398071322421709,10.133172988891602,13.97298526763916,16.02411642074585,16.25201988220215,6,126.29236037092967,1.0068949460983276,0.48044294118881226,1.756292026255402e-13,1442.1941339969635,0.0018790017777659432,1425.1030683517456,0.009994004348318616,1293.1679725646973,0.10164810205307336,728.1877019927931,26.90348183415387,0.0007466439531381561,405.00917039318847,0.7399665758826925,,hallucination_prone,4,149.6812229156494
official census population of Atlantis?,71680,35,-2,678.5580513079353,621.3958327916569,0.9157592804239844,10.928257081607269,2.962750564860436,0.2384433486959255,5031817.935775207,0.18628485811191614,0.06073321211106173,0.014992527665601139,8,8.337092955907186,70.19835289864966,8.378445732870128,8.237763404846191,9.388918399810791,9.401917028427125,9.403361320495605,6,80.98853569532005,1.0091280937194824,0.6888342499732971,2.386348951770982e-13,672.6058572530746,0.008771827323230034,681.1240315437317,0.003781519106361458,623.4989643096924,0.08114130676382851,320.2243075131839,103.91055827306158,0.00045502252563435816,23.366303520456682,0.19262507765445633,,hallucination_prone,5,156.88776803016663
ISO country code of Atlantis?,71680,35,-2,745.8275942754111,619.0021872736473,0.8299534530832444,11.29128826597692,2.8724338450744935,0.2052309315880562,6280878.465606982,0.18898555618928664,0.06390076234387564,0.0026908792127396165,8,9.328183015187582,87.62386252241883,9.360761855875772,9.395020008087158,10.209496974945068,10.48012843132019,10.510198593139648,6,79.67595007314215,0.4500423073768616,0.8994995951652527,2.1346758667142243e-13,743.7027990818024,0.0028489093322874876,751.338005065918,0.00738831712959124,761.2692832946777,0.02070409989894321,207.57841144737324,28.71149345761467,0.0005604416180729272,6.607326213071632,0.07220156878302472,,hallucination_prone,6,144.20864415168762
central bank rate of Atlantis?,71680,35,-2,1158.1406621954152,731.1757318141692,0.6313358607305302,5.252227111409191,2.3624802284594284,0.32982637117392066,7044758.617311763,0.20155917487715122,0.0655403913157137,0.0013724403245382738,8,9.815485954284668,98.28067267455026,9.913660911820127,9.716767311096191,11.334316730499268,12.27342677116394,12.377772331237793,6,116.82270278323108,0.7969380021095276,0.6468742489814758,2.0192416814895836e-13,1157.7731370925903,0.000317340643344792,1159.9147319793701,0.0015318258324441638,1164.8994445800781,0.005835890756007761,755.7416784068946,12.139996640536218,0.0009080746194553218,553.7874228397474,0.8557152505687066,,hallucination_prone,7,135.066419839859
