prompt,template_id,token_length,n_layers,ftle_final,ftle_final_std,expansive_frac,entropy,top1_prob,label,prompt_idx
Largest city of Chile?,largest city of <e>?,37,31,0.09679617883232018,0.010888790873857555,0.9274193548387097,3.393580913543701,0.2308361977338791,factual,26
What is the capital of Sweden?,what is the capital of <e>?,37,31,0.09365948141117383,0.004821630242824755,0.9233870967741936,3.0183963775634766,0.19679316878318787,factual,27
"What colour is Mercury, briefly?","what colour is <e>, briefly?",37,31,0.08888529827858574,0.003844011889368547,0.9153225806451614,1.4859907627105713,0.7722205519676208,factual,28
What language is spoken in Hungary?,what language is spoken in <e>?,37,31,0.09397105700913588,0.007673989495444863,0.9314516129032258,2.865187644958496,0.2379419505596161,factual,29
What is the chemical symbol of oxygen?,what is the chemical symbol of oxygen?,38,31,0.0919075286758462,0.005453265456158317,0.9193548387096774,1.8558309078216553,0.5871713161468506,factual,30
What is the chemical symbol of zinc?,what is the chemical symbol of zinc?,38,31,0.0930022263633477,0.009265089010768614,0.935483870967742,1.8784162998199463,0.5982500910758972,factual,31
Author of 1984?,author of #?,38,31,0.08899773095339775,0.008690966716810243,0.8911290322580645,4.035225868225098,0.2607647776603699,factual,32
What is the chemical symbol of nickel?,what is the chemical symbol of nickel?,38,31,0.09637223364041345,0.006714215338951207,0.9112903225806451,1.909435510635376,0.6924439668655396,factual,33
What is the chemical symbol of potassium?,what is the chemical symbol of potassium?,38,31,0.09251318434956751,0.006753205233154123,0.9112903225806452,1.9025516510009766,0.683344304561615,factual,34
What is the chemical symbol of lead?,what is the chemical symbol of lead?,38,31,0.09204050706939543,0.0032991979434234884,0.9435483870967742,2.455852746963501,0.5127725005149841,factual,35
What is the chemical symbol of hydrogen?,what is the chemical symbol of hydrogen?,38,31,0.09134480927636983,0.0034924795664371617,0.9516129032258065,2.0963399410247803,0.5820263028144836,factual,36
What is the chemical symbol of sodium?,what is the chemical symbol of sodium?,38,31,0.08978088070384449,0.0034752792540425283,0.935483870967742,1.9991599321365356,0.6222785115242004,factual,37
What is the chemical symbol of iron?,what is the chemical symbol of iron?,38,31,0.09610403881775145,0.007274387741167706,0.9233870967741935,1.502183437347412,0.5646788477897644,factual,38
What is the chemical symbol of tin?,what is the chemical symbol of tin?,38,31,0.09328011184486742,0.007653306189262132,0.9193548387096775,2.124964714050293,0.6393038630485535,factual,39
Who is the author of the book Ulysses?,who is the author of the book <e>?,39,31,0.0930800902363636,0.003831274629613939,0.9193548387096775,2.7162773609161377,0.49344533681869507,factual,40
Who is the author of the book Faust?,who is the author of the book <e>?,39,31,0.08775849333324588,0.005210346349724054,0.9274193548387097,2.3204026222229004,0.524814784526825,factual,41
Who is the author of the book Hamlet?,who is the author of the book <e>?,39,31,0.08929024629177658,0.003284055076426524,0.9314516129032259,2.9860682487487793,0.3642693758010864,factual,42
On which continent is the country of Algeria located?,on which continent is the country of <e> located?,40,31,0.09623541059102395,0.005047744358751116,0.9032258064516129,2.1386513710021973,0.4853544533252716,factual,43
Who is the author of the book The Trial?,who is the author of the book <e> <e>?,40,31,0.0875870818081988,0.005972086261393895,0.9233870967741935,1.6961658000946045,0.7040978670120239,factual,44
Name the capital city of the country called Croatia.,name the capital city of the country called <e>.,40,31,0.0943263077237193,0.00371342892948314,0.9395161290322581,3.0761098861694336,0.37804028391838074,factual,45
On which continent is the country of Jordan located?,on which continent is the country of <e> located?,40,31,0.08763650408830205,0.007528129578427443,0.9314516129032258,2.0382349491119385,0.4734376072883606,factual,46
Who is the author of the book The Odyssey?,who is the author of the book <e> <e>?,40,31,0.08271021763426134,0.0032758492394985195,0.9395161290322581,1.688666582107544,0.717857837677002,factual,47
Name the capital city of the country called Malaysia.,name the capital city of the country called <e>.,40,31,0.09444849107868725,0.009882473923747394,0.9314516129032258,3.0618388652801514,0.31471124291419983,factual,48
On which continent is the country of Chile located?,on which continent is the country of <e> located?,40,31,0.09190256667610677,0.0024202191659049802,0.8548387096774193,0.757253885269165,0.8811649084091187,factual,49
Name the capital city of the country called Bangladesh.,name the capital city of the country called <e>.,40,31,0.10139115659229805,0.010343588621390605,0.9435483870967742,2.5756804943084717,0.34900137782096863,factual,50
On which continent is the country of Ireland located?,on which continent is the country of <e> located?,40,31,0.08651515574850464,0.0029963389047585926,0.9153225806451614,1.1518652439117432,0.758707582950592,factual,51
Name the capital city of the country called Bolivia.,name the capital city of the country called <e>.,40,31,0.09430643648616158,0.0065309926124067505,0.8951612903225806,2.9667820930480957,0.3017455041408539,factual,52
On which continent is the country of Lebanon located?,on which continent is the country of <e> located?,40,31,0.0894943384065393,0.004193834468403556,0.9274193548387097,1.5056060552597046,0.6200746893882751,factual,53
Name the capital city of the country called Chile.,name the capital city of the country called <e>.,40,31,0.1012722056397234,0.010600729791388775,0.9556451612903226,2.855830192565918,0.3201914131641388,factual,54
What is the standard chemical symbol of the element gold?,what is the standard chemical symbol of the element gold?,41,31,0.09045345743534375,0.005366334215356575,0.9395161290322581,2.283550977706909,0.5881668925285339,factual,55
What is the standard chemical symbol of the element neon?,what is the standard chemical symbol of the element neon?,41,31,0.09962393818089951,0.006288276165287687,0.935483870967742,2.3428397178649902,0.4583168029785156,factual,56
Who is the author of the book The Stranger?,who is the author of the book <e> <e>?,41,31,0.09114915476530816,0.00866311540239993,0.9274193548387097,1.8266634941101074,0.688428521156311,factual,57
What is the standard chemical symbol of the element nitrogen?,what is the standard chemical symbol of the element nitrogen?,41,31,0.09333516018887322,0.008853410262172592,0.9274193548387097,2.241640329360962,0.5359889268875122,factual,58
What is the standard chemical symbol of the element helium?,what is the standard chemical symbol of the element helium?,41,31,0.09380735960316944,0.0037063485338789453,0.9193548387096775,2.3721022605895996,0.5219193696975708,factual,59
What is the standard chemical symbol of the element tin?,what is the standard chemical symbol of the element tin?,41,31,0.09176605038963472,0.00978585476046668,0.9395161290322581,2.437246084213257,0.5588049292564392,factual,60
What is the standard chemical symbol of the element hydrogen?,what is the standard chemical symbol of the element hydrogen?,41,31,0.09088484768310495,0.005150433843115174,0.8951612903225806,2.4504265785217285,0.5144926905632019,factual,61
Who is the author of the book War and Peace?,who is the author of the book <e> and <e>?,41,31,0.08658274223412835,0.005893079211739242,0.935483870967742,2.3896265029907227,0.3877198100090027,factual,62
"What is the planet Mercury mostly made of, briefly?","what is the planet <e> mostly made of, briefly?",41,31,0.08830856591365452,0.005903042967293952,0.9475806451612904,1.3775705099105835,0.7758773565292358,factual,63
What is the standard chemical symbol of the element chlorine?,what is the standard chemical symbol of the element chlorine?,41,31,0.09177606225770282,0.0075078888078706375,0.9314516129032258,2.3295178413391113,0.5703103542327881,factual,64
What is the standard chemical symbol of the element magnesium?,what is the standard chemical symbol of the element magnesium?,41,31,0.09486588614779506,0.005239339062492252,0.9395161290322581,2.269242763519287,0.5087767839431763,factual,65
What is the standard chemical symbol of the element sulfur?,what is the standard chemical symbol of the element sulfur?,41,31,0.09259163287271456,0.007151949566200488,0.935483870967742,2.3173470497131348,0.47379162907600403,factual,66
What is the standard chemical symbol of the element oxygen?,what is the standard chemical symbol of the element oxygen?,41,31,0.09238031790635837,0.00875528459045455,0.903225806451613,2.157705783843994,0.5334929823875427,factual,67
What is the standard chemical symbol of the element zinc?,what is the standard chemical symbol of the element zinc?,41,31,0.09334352934213505,0.006285542436501706,0.9193548387096775,2.157649040222168,0.5362515449523926,factual,68
What is the standard chemical symbol of the element iron?,what is the standard chemical symbol of the element iron?,41,31,0.09406744080999205,0.008851930806014402,0.935483870967742,1.5291383266448975,0.633267879486084,factual,69
What is the standard chemical symbol of the element calcium?,what is the standard chemical symbol of the element calcium?,41,31,0.09180168026395744,0.007880418763469529,0.9233870967741936,2.194742202758789,0.6163092851638794,factual,70
What is the standard chemical symbol of the element carbon?,what is the standard chemical symbol of the element carbon?,41,31,0.08903565328917269,0.010094770123275438,0.9193548387096775,2.2285332679748535,0.472577303647995,factual,71
What is the standard chemical symbol of the element potassium?,what is the standard chemical symbol of the element potassium?,41,31,0.09493829985443061,0.0048291416040185725,0.9233870967741936,2.336714744567871,0.5865268111228943,factual,72
What is the standard chemical symbol of the element nickel?,what is the standard chemical symbol of the element nickel?,41,31,0.09825511289370023,0.006844155092372955,0.9193548387096775,2.2622408866882324,0.6194015145301819,factual,73
What is the standard chemical symbol of the element lead?,what is the standard chemical symbol of the element lead?,41,31,0.09184962156253507,0.006059393051022352,0.9193548387096775,2.611870050430298,0.42797499895095825,factual,74
What is the standard chemical symbol of the element sodium?,what is the standard chemical symbol of the element sodium?,41,31,0.08825884814824558,0.004645760519909288,0.9153225806451613,2.300793409347534,0.5567111968994141,factual,75
What is the standard chemical symbol of the element silver?,what is the standard chemical symbol of the element silver?,41,31,0.09273612697651593,0.0040756819535760986,0.935483870967742,2.567884922027588,0.5057286620140076,factual,76
What is the standard chemical symbol of the element copper?,what is the standard chemical symbol of the element copper?,41,31,0.09296650119872325,0.006956954741518884,0.907258064516129,2.0714590549468994,0.40204301476478577,factual,77
What is the official currency of the country of Norway?,what is the official currency of the country of <e>?,41,31,0.09112315966194638,0.0031081701189880047,0.9475806451612904,3.5929458141326904,0.14767466485500336,factual,78
"What is the planet Venus mostly made of, briefly?","what is the planet <e> mostly made of, briefly?",41,31,0.09278765012354817,0.004537855842970136,0.935483870967742,2.3874731063842773,0.5040224194526672,factual,79
What is the official currency of the country of Ecuador?,what is the official currency of the country of <e>?,41,31,0.09273525589535518,0.0021403564420572362,0.9395161290322581,3.6055898666381836,0.1401573270559311,factual,80
"What is the planet Saturn mostly made of, briefly?","what is the planet <e> mostly made of, briefly?",41,31,0.0909121772224364,0.005558036939048252,0.9314516129032259,3.55476450920105,0.2370297759771347,factual,81
What is the official currency of the country of Malaysia?,what is the official currency of the country of <e>?,41,31,0.09236794050507972,0.00422244457972201,0.9556451612903226,3.4919419288635254,0.16862963140010834,factual,82
"What is the planet Mars mostly made of, briefly?","what is the planet <e> mostly made of, briefly?",41,31,0.09605428235097609,0.005947000617154513,0.9314516129032259,0.930686354637146,0.8604279160499573,factual,83
What is the official currency of the country of Poland?,what is the official currency of the country of <e>?,41,31,0.09623759397018435,0.003738028832993909,0.9758064516129032,3.5455191135406494,0.19964264333248138,factual,84
"What is the planet Neptune mostly made of, briefly?","what is the planet <e> mostly made of, briefly?",41,31,0.09482449112902483,0.004711467011641003,0.9233870967741936,2.844855308532715,0.4625476002693176,factual,85
What is the official currency of the country of Morocco?,what is the official currency of the country of <e>?,41,31,0.09763791393243193,0.00593541610885651,0.9637096774193549,3.399218797683716,0.2092513144016266,factual,86
Give a one-sentence definition of the scientific term inertia.,give a one-sentence definition of the scientific term inertia.,42,31,0.09927889433447347,0.0052809955856439935,0.9233870967741935,0.8335742950439453,0.8071855306625366,factual,87
Give a one-sentence definition of the scientific term respiration.,give a one-sentence definition of the scientific term respiration.,42,31,0.09789026528929713,0.005199503315720093,0.8629032258064515,1.0058982372283936,0.6831332445144653,factual,88
Give a one-sentence definition of the scientific term osmosis.,give a one-sentence definition of the scientific term osmosis.,42,31,0.10383445620316728,0.004447140164079559,0.8830645161290323,1.5845577716827393,0.45890629291534424,factual,89
Give a one-sentence definition of the scientific term evaporation.,give a one-sentence definition of the scientific term evaporation.,42,31,0.09335500617568784,0.004846111760136199,0.8951612903225807,0.8393436074256897,0.7283074855804443,factual,90
Give a one-sentence definition of the scientific term gravity.,give a one-sentence definition of the scientific term gravity.,42,31,0.08788012773743313,0.004438412341230629,0.879032258064516,1.0470143556594849,0.6990682482719421,factual,91
Give a one-sentence definition of the scientific term magnetism.,give a one-sentence definition of the scientific term magnetism.,42,31,0.09100742937430695,0.007720006484478113,0.8830645161290323,0.9675650596618652,0.7847396731376648,factual,92
What is the primary official language of the country of Ukraine?,what is the primary official language of the country of <e>?,42,31,0.09363522608394712,0.002701897861780978,0.9233870967741936,3.372474431991577,0.22316879034042358,factual,93
Give a one-sentence definition of the scientific term fermentation.,give a one-sentence definition of the scientific term fermentation.,42,31,0.09801849317746195,0.005786623712877951,0.8709677419354839,0.31945154070854187,0.9464542865753174,factual,94
Give a one-sentence definition of the scientific term photosynthesis.,give a one-sentence definition of the scientific term photosynthesis.,42,31,0.0977683821119238,0.004700345493294054,0.8911290322580645,0.8596937656402588,0.7988142371177673,factual,95
Give a one-sentence definition of the scientific term refraction.,give a one-sentence definition of the scientific term refraction.,42,31,0.0977692037184027,0.003670299992383309,0.907258064516129,0.720787763595581,0.8146861791610718,factual,96
Name the most populous city located within the country called Malaysia.,name the most populous city located within the country called <e>.,42,31,0.09372903516203569,0.008322766517850475,0.9112903225806452,3.783545970916748,0.2382809966802597,factual,97
Who is the author of the book Don Quixote?,who is the author of the book <e> <e>?,42,31,0.08413823627768333,0.005624671947504167,0.9274193548387097,2.6740360260009766,0.3771100342273712,factual,98
Give a one-sentence definition of the scientific term diffusion.,give a one-sentence definition of the scientific term diffusion.,42,31,0.09334096861972305,0.0035545954420793907,0.8830645161290323,0.7805732488632202,0.8699240684509277,factual,99
Give a one-sentence definition of the scientific term erosion.,give a one-sentence definition of the scientific term erosion.,42,31,0.0924389109359539,0.006091408015046615,0.8709677419354839,1.3525670766830444,0.6939493417739868,factual,100
Name the official national currency used in the country called Kenya.,name the official national currency used in the country called <e>.,42,31,0.09070211648544527,0.006124678809186229,0.9395161290322581,2.374703884124756,0.5274776816368103,factual,101
Give a one-sentence definition of the scientific term combustion.,give a one-sentence definition of the scientific term combustion.,42,31,0.08978698925699287,0.005194739682198211,0.8709677419354838,0.8047897815704346,0.7890893816947937,factual,102
Give a one-sentence definition of the scientific term condensation.,give a one-sentence definition of the scientific term condensation.,42,31,0.09118703233504531,0.002648642351176924,0.875,0.5528841614723206,0.8662921786308289,factual,103
Name the main official language used in the country called Singapore.,name the main official language used in the country called <e>.,42,31,0.091622901169372,0.004472207851112626,0.9274193548387097,2.5701160430908203,0.3519013524055481,factual,104
What is the primary official language of the country of Belgium?,what is the primary official language of the country of <e>?,42,31,0.09196014368608171,0.0066823977871215195,0.9435483870967742,3.265648126602173,0.28347986936569214,factual,105
Name the most populous city located within the country called Mexico.,name the most populous city located within the country called <e>.,42,31,0.09475191551576492,0.008143016153042805,0.903225806451613,2.9174981117248535,0.3830471336841583,factual,106
Name the official national currency used in the country called India.,name the official national currency used in the country called <e>.,42,31,0.09398189197473578,0.012220572019215621,0.9314516129032259,2.265451431274414,0.34998154640197754,factual,107
Name the main official language used in the country called Ireland.,name the main official language used in the country called <e>.,42,31,0.08641542832039123,0.00870740378279719,0.9193548387096775,2.4051952362060547,0.31428906321525574,factual,108
What is the primary official language of the country of Portugal?,what is the primary official language of the country of <e>?,42,31,0.08743678400502358,0.0028096154123905467,0.9435483870967742,3.4644267559051514,0.22249320149421692,factual,109
Name the most populous city located within the country called Slovakia.,name the most populous city located within the country called <e>.,42,31,0.09832291289844503,0.009029005102077969,0.8951612903225806,3.1813724040985107,0.2955145239830017,factual,110
Name the official national currency used in the country called Egypt.,name the official national currency used in the country called <e>.,42,31,0.08702078702944568,0.004212119890090695,0.907258064516129,2.040109634399414,0.4204724133014679,factual,111
Name the main official language used in the country called Mexico.,name the main official language used in the country called <e>.,42,31,0.09340510852045068,0.0065197683959883415,0.9435483870967742,2.7045199871063232,0.39041149616241455,factual,112
What is the primary official language of the country of Argentina?,what is the primary official language of the country of <e>?,42,31,0.09765578985532941,0.004613111573490653,0.9395161290322581,3.5444393157958984,0.20995233952999115,factual,113
Name the most populous city located within the country called Belgium.,name the most populous city located within the country called <e>.,42,31,0.09486759079629717,0.009669532941022964,0.9112903225806452,3.373936176300049,0.4127238094806671,factual,114
Name the official national currency used in the country called Algeria.,name the official national currency used in the country called <e>.,42,31,0.09165623446789296,0.0026331331551856635,0.9274193548387097,1.921004295349121,0.4859444200992584,factual,115
Name the main official language used in the country called Tunisia.,name the main official language used in the country called <e>.,42,31,0.09362448781050055,0.007468972256472907,0.9112903225806452,2.5324642658233643,0.40363171696662903,factual,116
What is the primary official language of the country of Morocco?,what is the primary official language of the country of <e>?,42,31,0.09671747790278466,0.006119311563058007,0.9314516129032259,3.0518758296966553,0.32002130150794983,factual,117
Give the periodic-table symbol for the chemical element called chlorine.,give the periodic-table symbol for the chemical element called chlorine.,43,31,0.10275709173013117,0.008592369197462368,0.9112903225806452,3.052558183670044,0.4387317895889282,factual,118
Give the periodic-table symbol for the chemical element called magnesium.,give the periodic-table symbol for the chemical element called magnesium.,43,31,0.09168711094239243,0.0030742544037358813,0.9112903225806452,2.195862293243408,0.5204139351844788,factual,119
Name the writer who is the author of the literary work Ulysses.,name the writer who is the author of the literary work <e>.,43,31,0.10300404332085372,0.008732517149802044,0.9314516129032259,3.5022759437561035,0.40014776587486267,factual,120
Give the periodic-table symbol for the chemical element called helium.,give the periodic-table symbol for the chemical element called helium.,43,31,0.09529988728160925,0.0070956644169226975,0.9233870967741935,2.1918680667877197,0.5111182332038879,factual,121
Give the periodic-table symbol for the chemical element called silver.,give the periodic-table symbol for the chemical element called silver.,43,31,0.09127764945813537,0.0053379243919615335,0.9112903225806452,3.069572925567627,0.34821614623069763,factual,122
Give a one-sentence definition of the scientific term natural selection.,give a one-sentence definition of the scientific term natural selection.,43,31,0.07964142852653357,0.005264284709619731,0.8830645161290323,1.1490178108215332,0.7422155141830444,factual,123
Give the periodic-table symbol for the chemical element called tin.,give the periodic-table symbol for the chemical element called tin.,43,31,0.0997838931973998,0.009488532350765012,0.9193548387096775,3.3095996379852295,0.4226900041103363,factual,124
What is the largest city by population in the country of Morocco?,what is the largest city by population in the country of <e>?,43,31,0.09217341499380119,0.00349588008969121,0.9395161290322581,3.161149024963379,0.18376201391220093,factual,125
Give the periodic-table symbol for the chemical element called copper.,give the periodic-table symbol for the chemical element called copper.,43,31,0.09193841305436187,0.005556803376080227,0.8830645161290323,1.066806435585022,0.8039992451667786,factual,126
Who is the author of the book 1984?,who is the author of the book #?,43,31,0.08719403768398745,0.004534690901789627,0.935483870967742,2.2614359855651855,0.5174254775047302,factual,127
Give the periodic-table symbol for the chemical element called carbon.,give the periodic-table symbol for the chemical element called carbon.,43,31,0.09174286349038271,0.007973257334565949,0.9153225806451614,2.697843551635742,0.37459057569503784,factual,128
Give the periodic-table symbol for the chemical element called gold.,give the periodic-table symbol for the chemical element called gold.,43,31,0.09428006464909423,0.010631065801014371,0.9112903225806452,2.972184658050537,0.4561193585395813,factual,129
Give the periodic-table symbol for the chemical element called hydrogen.,give the periodic-table symbol for the chemical element called hydrogen.,43,31,0.09471639633870106,0.010197050005883359,0.9233870967741936,2.700446605682373,0.34589603543281555,factual,130
Give a one-sentence definition of the scientific term plate tectonics.,give a one-sentence definition of the scientific term plate tectonics.,43,31,0.09122183431222615,0.004241543602981699,0.8790322580645161,1.6243014335632324,0.6724866628646851,factual,131
Give the periodic-table symbol for the chemical element called iron.,give the periodic-table symbol for the chemical element called iron.,43,31,0.09198210956560245,0.012313649407543046,0.879032258064516,1.5311589241027832,0.7168000340461731,factual,132
Give the periodic-table symbol for the chemical element called sulfur.,give the periodic-table symbol for the chemical element called sulfur.,43,31,0.09532175488834885,0.008486871000980117,0.907258064516129,2.735342502593994,0.3438555598258972,factual,133
Give the periodic-table symbol for the chemical element called nitrogen.,give the periodic-table symbol for the chemical element called nitrogen.,43,31,0.10131770393933046,0.009673115322177166,0.9314516129032258,2.1716132164001465,0.4509847164154053,factual,134
Give the periodic-table symbol for the chemical element called neon.,give the periodic-table symbol for the chemical element called neon.,43,31,0.09699805460857339,0.0070711231547142895,0.8991935483870968,1.9216887950897217,0.5836008787155151,factual,135
Give the periodic-table symbol for the chemical element called potassium.,give the periodic-table symbol for the chemical element called potassium.,43,31,0.09187493936350061,0.004515194526409131,0.8951612903225806,3.0717501640319824,0.4159051179885864,factual,136
Give the periodic-table symbol for the chemical element called sodium.,give the periodic-table symbol for the chemical element called sodium.,43,31,0.09058903681674246,0.005478065104857703,0.879032258064516,3.1129953861236572,0.40721017122268677,factual,137
Give the periodic-table symbol for the chemical element called zinc.,give the periodic-table symbol for the chemical element called zinc.,43,31,0.09325726007469379,0.006059119814527005,0.9314516129032258,2.465191125869751,0.3888721168041229,factual,138
Give the periodic-table symbol for the chemical element called oxygen.,give the periodic-table symbol for the chemical element called oxygen.,43,31,0.09182084072220614,0.00707237489909294,0.9153225806451613,2.087191581726074,0.5228018164634705,factual,139
Give the periodic-table symbol for the chemical element called lead.,give the periodic-table symbol for the chemical element called lead.,43,31,0.09448095921299342,0.0061453897797071316,0.9112903225806452,3.121176242828369,0.3046398162841797,factual,140
Give the periodic-table symbol for the chemical element called nickel.,give the periodic-table symbol for the chemical element called nickel.,43,31,0.0927573455648808,0.005201992187230244,0.907258064516129,2.8164782524108887,0.3700628876686096,factual,141
Give the periodic-table symbol for the chemical element called calcium.,give the periodic-table symbol for the chemical element called calcium.,43,31,0.09370518304932228,0.005262245217275563,0.9032258064516129,2.9102067947387695,0.4181867837905884,factual,142
Name the writer who is the author of the literary work Hamlet.,name the writer who is the author of the literary work <e>.,43,31,0.09338523538619625,0.005534453979735264,0.907258064516129,3.633671760559082,0.35050061345100403,factual,143
What is the largest city by population in the country of Ecuador?,what is the largest city by population in the country of <e>?,43,31,0.09301949897204906,0.0039884179831859295,0.9233870967741935,3.1885907649993896,0.22777733206748962,factual,144
Name the writer who is the author of the literary work Faust.,name the writer who is the author of the literary work <e>.,43,31,0.09246915251786424,0.008290225980647718,0.9153225806451613,3.1010665893554688,0.4682568609714508,factual,145
What is the largest city by population in the country of Spain?,what is the largest city by population in the country of <e>?,43,31,0.09223741999700244,0.007960042532005532,0.935483870967742,3.3140220642089844,0.18559162318706512,factual,146
What is the largest city by population in the country of Romania?,what is the largest city by population in the country of <e>?,43,31,0.0913365046302746,0.0038401255884598184,0.9193548387096775,3.22210693359375,0.17519767582416534,factual,147
What is the largest city by population in the country of Lithuania?,what is the largest city by population in the country of <e>?,43,31,0.09371689708655172,0.0071411545148400155,0.9153225806451614,3.1955924034118652,0.22934399545192719,factual,148
Name the writer who is the author of the literary work The Trial.,name the writer who is the author of the literary work <e> <e>.,44,31,0.08707636204965397,0.008222347883886018,0.9233870967741936,2.573514461517334,0.6062377691268921,factual,149
State the official capital city of the nation of Belgium in one word.,state the official capital city of the nation of <e> in one word.,44,31,0.09938323307469563,0.005876520624994824,0.9193548387096775,2.3175485134124756,0.31526169180870056,factual,150
"Which continent is the country called China part of, in one word?","which continent is the country called <e> part of, in one word?",44,31,0.08904022782880416,0.0063748648480686084,0.903225806451613,1.0401725769042969,0.8021296858787537,factual,151
Name the writer who is the author of the literary work The Odyssey.,name the writer who is the author of the literary work <e> <e>.,44,31,0.08945353927673709,0.008584322808006063,0.9314516129032259,2.316509962081909,0.6493515968322754,factual,152
State the official capital city of the nation of France in one word.,state the official capital city of the nation of <e> in one word.,44,31,0.09126712525694854,0.005980093551055791,0.907258064516129,2.9526913166046143,0.3621571958065033,factual,153
"Which continent is the country called Austria part of, in one word?","which continent is the country called <e> part of, in one word?",44,31,0.09278590108167951,0.005637037026184515,0.9475806451612904,2.570404529571533,0.24973450601100922,factual,154
State the official capital city of the nation of Thailand in one word.,state the official capital city of the nation of <e> in one word.,44,31,0.10581554835142179,0.008569638788702053,0.935483870967742,2.9930763244628906,0.39640629291534424,factual,155
"Which continent is the country called Slovakia part of, in one word?","which continent is the country called <e> part of, in one word?",44,31,0.09537270498567914,0.00899759384799205,0.935483870967742,2.8957767486572266,0.26144811511039734,factual,156
State the official capital city of the nation of Indonesia in one word.,state the official capital city of the nation of <e> in one word.,44,31,0.10433824881908475,0.006011063567630839,0.9193548387096775,2.5977842807769775,0.4066646993160248,factual,157
