prompt,label,gradH,sigma_max,lambda_bulk_pred,entropy
61 mod 5?,reasoning,6.303499698638916,1732.7668832347156,0.0918878675479588,3.396958112716675
5% of 87?,reasoning,6.897881507873535,1160.9681682441487,0.0842159455332092,3.6731677055358887
55 + 34?,reasoning,4.762458324432373,1205.0433310925946,0.0870158048403096,3.88157057762146
Thursday + 9 days = ?,reasoning,7.26718807220459,993.705497632213,0.0833130442812747,4.042960166931152
5% of 55?,reasoning,5.3317718505859375,1151.97218325762,0.0851297308715758,3.763132333755493
96 + 92?,reasoning,4.3958892822265625,1244.754710391888,0.0861141179266541,4.103926658630371
Thursday + 7 days = ?,reasoning,7.187236785888672,971.8249871231272,0.0836809638820958,4.021614074707031
5% of 98?,reasoning,6.572664260864258,1161.3575341492892,0.0827916186067943,3.7215843200683594
33 + 68?,reasoning,4.544321537017822,1177.6864660250828,0.0866955241050755,4.02174186706543
Thursday + 3 days = ?,reasoning,5.585449695587158,960.0898016373512,0.0834798380184542,4.180907249450684
5% of 34?,reasoning,5.284796237945557,1146.5288329820578,0.0844133316726536,3.79667854309082
55 + 66?,reasoning,4.2493181228637695,1238.7078286988462,0.0848889135353093,3.989030122756958
Thursday + 6 days = ?,reasoning,6.970511436462402,984.2070515271052,0.0824992814233679,4.122429370880127
5% of 59?,reasoning,5.692148208618164,1140.068330079779,0.0821801953926434,3.74434757232666
60 + 92?,reasoning,3.5316946506500244,1169.586488860191,0.0848616615997414,4.185270309448242
Thursday + 4 days = ?,reasoning,8.485007286071777,954.3383561081284,0.0824928784543785,3.918514251708984
5% of 194?,reasoning,4.74063777923584,1155.140083411941,0.0860192046628578,3.8179948329925537
Thursday + 55 days = ?,reasoning,7.70996618270874,1070.8668023479847,0.0843659004839148,4.017552375793457
30% of 72?,reasoning,6.250219345092773,1163.756188226792,0.0837077415252265,3.6822144985198975
Thursday + 45 days = ?,reasoning,6.361597537994385,1077.8977375087118,0.0826043568949914,4.063158988952637
20% of 75?,reasoning,6.259420871734619,1195.0194957919034,0.0851014830786567,3.780266046524048
Thursday + 35 days = ?,reasoning,3.6494340896606445,1074.1535155601823,0.0837867487004799,4.282397747039795
10% of 28?,reasoning,6.487466812133789,1174.6028523207367,0.0860016657697798,3.7392749786376953
Thursday + 38 days = ?,reasoning,3.601547956466675,1068.381315701758,0.0836187216585239,4.275816917419434
40% of 41?,reasoning,5.34453821182251,1198.7785788652657,0.0825627109520101,3.7202224731445312
Thursday + 32 days = ?,reasoning,3.5017096996307373,1074.3118521362967,0.0833055426883992,4.317031383514404
public debt of Atlantis?,hallucination_prone,6.59445333480835,1487.9480344790557,0.0985334027842122,3.6542551517486577
Capital of Eldoria?,hallucination_prone,5.170036792755127,1375.657319627045,0.0927857653902588,3.698716163635254
inflation rate of Atlantis?,hallucination_prone,4.927017688751221,1276.386735239017,0.0953569547698397,3.579210042953491
official GDP of Atlantis?,hallucination_prone,4.795260906219482,1360.950469675826,0.0950614700087298,3.5984585285186768
internet domain of Atlantis?,hallucination_prone,4.843202114105225,1364.7754348223373,0.0973533803683804,3.8348677158355713
official GDP of Gondor?,hallucination_prone,6.111867427825928,1203.1384706980332,0.0891545562123439,3.072337865829468
public debt of Mordor?,hallucination_prone,6.08225154876709,1384.6777730493548,0.0908437391675846,3.477935791015625
inflation rate of Eldoria?,hallucination_prone,4.895423889160156,1252.406839704431,0.0927924181834876,3.284576654434204
official census population of Atlantis?,hallucination_prone,6.0054144859313965,1492.7526435940058,0.0941142744787448,3.3376386165618896
national railway operator of Atlantis?,hallucination_prone,5.424129486083984,1996.4013758632575,0.1005308303014118,3.9146323204040527
Capital of the Lunar Commonwealth?,hallucination_prone,6.126565933227539,1365.0054448475437,0.0936688507561179,3.461648464202881
Capital of Elbonia?,hallucination_prone,5.672855854034424,1388.7513388205068,0.0921708403929167,3.675978660583496
airport code of Atlantis?,hallucination_prone,7.386417865753174,1360.240461781073,0.0961839304208601,3.4804224967956543
internet domain of Mordor?,hallucination_prone,5.648476600646973,1209.651545233536,0.0902418400197893,3.964639186859131
central bank rate of Atlantis?,hallucination_prone,6.378164768218994,1312.344610440619,0.0929090006070527,3.2548184394836426
inflation rate of Elbonia?,hallucination_prone,4.793546676635742,1330.9867995795803,0.0923957022972391,3.429337739944458
Capital of the Galactic Federation?,hallucination_prone,6.275523662567139,1286.1976661149547,0.0932185089495828,3.5654821395874023
internet domain of the Lunar Commonwealth?,hallucination_prone,8.071660041809082,1302.3142217225682,0.0931766623300538,3.5604381561279297
public debt of Elbonia?,hallucination_prone,10.848699569702148,1345.7060443434318,0.0918148294075691,3.092176914215088
What is the capital of Atlantis?,hallucination_prone,4.787687301635742,1378.0214466658103,0.0921700811607767,3.3893353939056396
official tax code of Mordor?,hallucination_prone,8.06584358215332,1349.9191497030376,0.0925963477929752,3.310516595840454
official GDP of the Moon Kingdom?,hallucination_prone,5.81169319152832,1290.7368161834902,0.0911768492843618,3.8130948543548584
public debt of the Lunar Commonwealth?,hallucination_prone,7.828790187835693,1357.679499645245,0.0934107444376596,3.2782299518585205
Capital of Zephyria?,hallucination_prone,4.174715995788574,1272.8918758254267,0.0912069451072385,3.8003647327423096
central bank rate of Neverland?,hallucination_prone,8.319665908813477,1380.131986277125,0.0898264312421092,2.994553804397583
UN seat number of Gondor?,hallucination_prone,5.432709217071533,1304.862186532395,0.0861751736030017,3.438443183898926
constitutional article of Mordor?,hallucination_prone,5.270228385925293,1284.5274312629667,0.092414390108351,3.7942209243774414
official GDP of Narnia?,hallucination_prone,4.2882232666015625,1107.594567980929,0.0873583028418642,3.7335362434387207
Capital of the Republic of Oz?,hallucination_prone,5.935031414031982,1391.5602551512798,0.0920785529246783,3.652186632156372
internet domain of Camelot?,hallucination_prone,5.220918655395508,1256.1555021023046,0.0900284968306943,3.9646332263946538
constitutional article of the Lunar Commonwealth?,hallucination_prone,9.317520141601562,1425.6961090250727,0.0939407626664833,3.626231431961059
What is the airport code of Atlantis?,hallucination_prone,5.689435958862305,1615.0223185511152,0.0987336295366474,3.412009954452514
What is the internet domain of Atlantis?,hallucination_prone,6.626109600067139,1491.8913703166663,0.0964003502307333,3.5822298526763916
What is the official GDP of Atlantis?,hallucination_prone,5.122026443481445,1465.5989641340716,0.0929549495099758,3.3911871910095215
official tax code of the Moon Kingdom?,hallucination_prone,10.988885879516602,1419.7738183568204,0.0943835606049781,3.430985689163208
internet domain of the planet Vulcan?,hallucination_prone,4.990675926208496,1188.9659232360748,0.0921711093635491,4.002146244049072
public debt of Zephyria?,hallucination_prone,4.074790954589844,1415.185716258473,0.0921567012771127,3.749049663543701
What is the public debt of Atlantis?,hallucination_prone,5.7392473220825195,1567.4613179829978,0.0963151806444217,3.522855281829834
official GDP of Zephyria?,hallucination_prone,4.115229606628418,1271.962240686982,0.0910119230697839,3.738899946212769
ISO country code of the Lunar Commonwealth?,hallucination_prone,11.690972328186035,1674.5891540662076,0.0959288148575328,3.117098093032837
