prompt,label,gradH,sigma_max,lambda_bulk_pred,entropy
What is the chemical symbol of helium?,factual,56.43821716308594,928.7140806173828,0.100492684238134,0.3387265205383301
Who wrote 1984?,factual,55.116512298583984,1122.0805475675777,0.0976808679943447,2.352325916290283
Java: sort numbers.,coding,39.805477142333984,599.7391121242105,0.0888651694782455,1.780188798904419
Python: count vowels.,coding,29.486923217773438,569.0366323392312,0.0853429636902657,1.5738575458526611
Python: trim whitespace.,coding,40.6819953918457,694.1171133726151,0.0923829709700995,1.5985071659088137
JavaScript: count vowels.,coding,34.41447830200195,624.5847993027917,0.0914083633151711,1.8302572965621948
JavaScript: remove duplicates.,coding,33.0726432800293,732.8664205446204,0.0912162020612738,1.984914779663086
Java: find the average.,coding,34.250526428222656,723.8985636851627,0.086287909881397,1.5616307258605957
Ruby: check a palindrome.,coding,41.88622283935547,918.7205715002702,0.101856152950986,1.9025254249572752
Ruby: implement binary search.,coding,70.26097106933594,770.6531783812848,0.093939877797392,1.532650113105774
Go: check a palindrome.,coding,45.253997802734375,836.0105579709677,0.1015487989238198,3.0832366943359375
Java: reverse a string.,coding,29.501846313476562,635.5443996157284,0.0913746392639453,1.3038713932037354
Ruby: split on commas.,coding,33.34547805786133,865.3036596505015,0.0952490740730146,1.6160295009613037
JavaScript: merge overlapping intervals.,coding,53.36582946777344,645.6286754815646,0.0951197238194185,2.290013074874878
JavaScript: flatten a list.,coding,24.523361206054688,643.1017594962366,0.0920398782369815,2.0531599521636963
Python: square each element.,coding,21.418895721435547,595.8307392627529,0.0877725412962292,1.468721866607666
Python: filter even numbers.,coding,29.19789695739746,588.4444078853043,0.0889740144302454,1.4813026189804075
JavaScript: round to two decimals.,coding,31.996068954467773,719.3340746247961,0.0921157609801303,1.902875542640686
C++: split on commas.,coding,25.68743324279785,582.2111413685853,0.0874469339395417,1.5296688079833984
TypeScript: find the average.,coding,27.16535186767578,758.5919326307524,0.0937368520744109,1.7310140132904053
JavaScript: compute the moving maximum.,coding,29.8689022064209,588.0125988240371,0.0889252934697549,2.0551211833953857
Write Ruby code to count vowels.,coding,31.13718032836914,718.9274359004322,0.0868781675142776,0.905369758605957
TypeScript: split on commas.,coding,35.35909652709961,712.1669344079784,0.0938193244982573,1.7170000076293943
Rust: implement binary search.,coding,64.72761535644531,747.0021289442204,0.0956878300613147,1.8409202098846436
Kotlin: sum a list.,coding,23.69516944885254,587.5183518248383,0.0900803641158941,1.4208661317825315
Kotlin: check primality.,coding,40.59580993652344,655.9847325624733,0.0926603647832424,1.7487154006958008
Kotlin: square each element.,coding,22.687114715576172,879.9402007733833,0.0966643794091243,1.5258781909942627
Python: round to two decimals.,coding,29.33763885498047,618.7611589216762,0.0835077265986169,1.7091646194458008
Java: compute a rolling average.,coding,32.3095703125,712.0471051443712,0.0892370659053634,1.6869962215423584
Rust: merge two lists.,coding,40.72353744506836,636.6902755572036,0.0886935413156918,1.7658157348632812
TypeScript: filter even numbers.,coding,26.012956619262695,711.4544918313944,0.0953046223397081,1.4444069862365725
Rust: square each element.,coding,30.74935531616211,729.0934029918651,0.093695211862532,1.5748655796051023
TypeScript: title-case a string.,coding,67.3386001586914,999.0281498833606,0.1012673019575592,1.6339638233184814
Write C++ code to count words.,coding,30.334501266479492,705.0707316881101,0.082918732792555,1.0184180736541748
Kotlin: compute the moving maximum.,coding,31.52473258972168,681.3835642653341,0.0941342080875596,1.564813256263733
Rust: encode run-length sequences.,coding,61.93937683105469,752.7776399425128,0.0954653604713301,1.884592890739441
TypeScript: compute the moving maximum.,coding,34.021522521972656,649.4894728152317,0.094004689023355,1.6975153684616089
Write C++ code to count vowels.,coding,35.80902099609375,742.0178822763169,0.0825360420362653,1.0097997188568115
Write Go code to compute a factorial.,coding,37.909305572509766,731.3451619619161,0.0885652392506373,1.2154555320739746
C++: compute a running median.,coding,45.477317810058594,686.7199446586256,0.0931963808784407,2.5014326572418213
Rust: compute a running median.,coding,53.58478546142578,735.1286858193837,0.0956170262647087,2.703322172164917
Write Ruby code to check primality.,coding,34.518226623535156,685.8483375877131,0.0878085218370897,1.0665353536605835
6 km in metres?,reasoning,30.8325138092041,603.301906293246,0.0859028608108417,1.0446345806121826
5 km in metres?,reasoning,39.18097686767578,601.8973491211344,0.0836657811593973,0.9044183492660522
2 km in metres?,reasoning,36.855064392089844,595.6318206890721,0.0852385975555835,0.889126181602478
3 km in metres?,reasoning,35.830833435058594,608.7787996675845,0.084524212293155,0.8323606252670288
9 km in metres?,reasoning,30.832286834716797,620.5916919879832,0.0855485500137918,1.0659900903701782
17 km in metres?,reasoning,22.708995819091797,605.9847908845059,0.0856973255762401,0.912356972694397
57 mod 7?,reasoning,43.76647186279297,791.153945085774,0.0971728904793539,1.3579869270324707
30 km in metres?,reasoning,33.01099395751953,627.875297755267,0.0863932750147839,0.9496473670005798
26 mod 3?,reasoning,49.11933517456055,737.8999135371072,0.0968106952466105,1.4929745197296145
33 km in metres?,reasoning,28.501670837402344,624.4273297323233,0.0852110742904494,0.8562619090080261
48 mod 4?,reasoning,34.71463394165039,757.4240163503604,0.091908259649143,1.569280743598938
13 km in metres?,reasoning,23.49337387084961,604.6161105439945,0.0841262647738151,0.8855056166648865
11 mod 4?,reasoning,33.358367919921875,726.2036758697618,0.0969867854882516,1.3530945777893066
37 km in metres?,reasoning,29.58563804626465,613.789466065689,0.0858833734054212,0.8406019806861877
12 mod 7?,reasoning,44.51948928833008,811.6178380304779,0.0985121437875322,1.15057635307312
Thursday + 4 days = ?,reasoning,69.20169067382812,716.0350714628041,0.0917814230483501,1.0215669870376587
54 + 82?,reasoning,52.43913650512695,714.5856361335842,0.0899161601302043,0.8083187937736511
5% of 34?,reasoning,47.697044372558594,798.5517594442064,0.088896680943065,0.9971179366111756
Thursday + 3 days = ?,reasoning,74.69035339355469,712.7434529878518,0.0945067246123964,1.0160776376724243
19 + 77?,reasoning,37.62957763671875,740.8369644772057,0.0898293272821798,0.5368684530258179
5% of 74?,reasoning,46.5775260925293,806.2661251703913,0.0919888492068683,1.0259007215499878
Thursday + 5 days = ?,reasoning,88.17758178710938,727.804965528028,0.0935761458234798,1.413419485092163
39 + 31?,reasoning,53.280582427978516,727.4169827992604,0.0918626061595479,0.7733161449432373
5% of 59?,reasoning,44.43735122680664,764.609442316288,0.0927177621414238,1.1171220541000366
Thursday + 9 days = ?,reasoning,82.66118621826172,728.550077294965,0.094839595237809,1.2859381437301636
38 + 26?,reasoning,53.261287689208984,716.7041156752956,0.0895500110730922,0.7803420424461365
5% of 55?,reasoning,42.695194244384766,774.6011634208484,0.0921785830969504,1.0601133108139038
Thursday + 6 days = ?,reasoning,82.9909896850586,736.4083142148182,0.0944890892319338,1.514734983444214
18 + 17?,reasoning,37.379486083984375,751.4652949219511,0.0918494691311541,0.6040463447570801
5% of 67?,reasoning,47.598114013671875,799.8841882715385,0.0928704775177604,1.0590271949768066
40% of 76?,reasoning,55.78685760498047,785.0924446502543,0.091316913263927,1.2048331499099731
Thursday + 23 days = ?,reasoning,78.68875122070312,730.2152989118293,0.092568198617531,1.6205140352249146
25% of 94?,reasoning,56.257843017578125,771.2901598546248,0.0909136974673183,1.2695997953414917
Thursday + 42 days = ?,reasoning,46.365840911865234,770.7688758375309,0.0911236052159162,1.6719369888305664
5% of 326?,reasoning,50.388877868652344,774.4134960880159,0.0905744972984511,1.0260751247406006
Thursday + 22 days = ?,reasoning,77.46089172363281,729.2511079306803,0.0918035570946959,1.5605403184890747
15% of 33?,reasoning,60.30337142944336,779.457332511443,0.0900861263512743,1.3031036853790283
Thursday + 21 days = ?,reasoning,82.65589904785156,733.9956825260156,0.0938408680908566,1.5227012634277344
5% of 277?,reasoning,52.021263122558594,751.829568258636,0.0926181183852787,0.9783552289009094
Thursday + 25 days = ?,reasoning,76.10457611083984,718.5528812621387,0.0922215877306595,1.6566708087921145
Capital of Westeros?,hallucination_prone,89.88340759277344,1142.321410658286,0.1029774916567282,2.230098247528076
airport code of Atlantis?,hallucination_prone,107.17080688476562,906.7801968476492,0.102776698926819,1.6299351453781128
constitutional article of Atlantis?,hallucination_prone,57.094818115234375,689.8222880196565,0.0983888707095867,1.842234492301941
official GDP of Atlantis?,hallucination_prone,48.286746978759766,650.7206161944104,0.0947027026373748,1.7612853050231934
public debt of Atlantis?,hallucination_prone,53.416011810302734,743.5328883725482,0.1012615831631524,2.3420159816741943
official census population of Atlantis?,hallucination_prone,50.84617614746094,669.7409949930948,0.0915143878987953,1.7816364765167236
ISO country code of Atlantis?,hallucination_prone,42.70389175415039,828.3709370606528,0.101388310513028,2.5545413494110107
central bank rate of Atlantis?,hallucination_prone,54.61487579345703,910.319284518322,0.0963185564300771,1.6798079013824463
UN seat number of Atlantis?,hallucination_prone,59.09725570678711,888.4292660097638,0.1022622167177066,2.1956939697265625
airport code of Neverland?,hallucination_prone,99.26728820800781,1024.5016748525377,0.104069014655683,2.5764739513397217
Capital of the planet Vulcan?,hallucination_prone,77.2291488647461,1020.6030672329824,0.0995123210193812,2.908954620361328
constitutional article of Eldoria?,hallucination_prone,72.53499603271484,774.8497943175643,0.0982674768822469,2.1721384525299072
public debt of Neverland?,hallucination_prone,70.678955078125,813.7111006434681,0.1009992287100782,2.3801093101501465
Capital of the Moon Kingdom?,hallucination_prone,37.052425384521484,627.782517039325,0.0904104762779365,3.209336996078491
inflation rate of Atlantis?,hallucination_prone,46.70393371582031,780.4545170318964,0.0970818878737945,1.7741851806640625
inflation rate of Westeros?,hallucination_prone,41.370513916015625,677.5931187639175,0.0884793354681213,1.9923278093338013
airport code of the planet Vulcan?,hallucination_prone,120.00235748291016,849.3798781143337,0.0979723740664118,1.906097412109375
internet domain of the planet Vulcan?,hallucination_prone,74.33456420898438,785.5564131292678,0.0930438320232101,2.3349411487579346
constitutional article of the planet Vulcan?,hallucination_prone,57.91923522949219,708.6145521876258,0.0949942798935634,2.152809381484986
What is the capital of Atlantis?,hallucination_prone,62.47906494140625,1001.082780942744,0.1064995556052381,2.277277946472168
national railway operator of Eldoria?,hallucination_prone,52.06266403198242,677.3351985546171,0.0917175600317626,1.9286227226257324
public debt of the planet Vulcan?,hallucination_prone,51.20452117919922,605.1907863249063,0.0944994093450858,2.3197765350341797
stock exchange ticker of Eldoria?,hallucination_prone,87.42398834228516,1132.373040828083,0.099720642995923,2.078087329864502
UN seat number of Eldoria?,hallucination_prone,49.70835876464844,672.7170513962941,0.0963428479013779,2.2595396041870117
airport code of the Martian Republic?,hallucination_prone,96.79342651367188,733.2672832917702,0.095952485670065,1.8541953563690183
official tax code of Eldoria?,hallucination_prone,58.25137710571289,733.7431335547191,0.0911872094563026,2.068225622177124
public debt of Narnia?,hallucination_prone,39.76731872558594,1033.618832002461,0.0995635765170632,2.6455323696136475
internet domain of the Galactic Federation?,hallucination_prone,64.41637420654297,811.7600162391199,0.0947119559556797,2.1990888118743896
airport code of Elbonia?,hallucination_prone,137.71942138671875,1357.9967158970144,0.1054213439012643,1.843969225883484
central bank rate of Westeros?,hallucination_prone,39.89542770385742,677.7097126470486,0.0925003448741787,1.9149061441421509
central bank rate of Narnia?,hallucination_prone,36.4354362487793,1155.6875935977437,0.0982238287842352,2.219635009765625
official tax code of the Galactic Federation?,hallucination_prone,53.077823638916016,773.0720937541795,0.088376055673329,1.742572546005249
stock exchange ticker of the Sapphire Empire?,hallucination_prone,78.31192779541016,1127.4571790312962,0.0976007189029538,1.7938804626464844
constitutional article of the Republic of Oz?,hallucination_prone,58.217891693115234,772.3485508605429,0.0987649793562006,2.479804515838623
What is the internet domain of Atlantis?,hallucination_prone,119.72563171386719,1052.953519491356,0.102213067315861,1.3176062107086182
national railway operator of the planet Vulcan?,hallucination_prone,60.01262283325195,1137.4678884842028,0.0983303409606642,2.131436586380005
inflation rate of the Lunar Commonwealth?,hallucination_prone,53.40507125854492,740.1002413911891,0.0888079372584633,1.851632833480835
stock exchange ticker of Zephyria?,hallucination_prone,84.60260772705078,1133.1543819474643,0.1039377750999444,1.8427037000656128
national railway operator of Elbonia?,hallucination_prone,55.44486618041992,777.6936268015129,0.0999148603306256,1.8833584785461424
ISO country code of Elbonia?,hallucination_prone,130.26893615722656,1013.8088347456588,0.0981796747603256,1.8162224292755127
