prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,error,label,prompt_idx,wall_s
Symbol of the element tin?,34560,32,-1,62.979488970729136,55.81144009098991,0.886184391190097,5.6334356496492495,4.66269365454542,0.5576298485703343,22344.549470455644,0.12946278442151016,-0.0068142894403783886,4.343523023987074e-05,15,0.7893826756626368,0.6465436768071656,0.8040793970791477,0.7468046844005585,1.014004296064377,1.126530741453171,1.1542872190475464,32,78.32496293205182,2.319636583328247,0.5015210509300232,2.4875158200775e-12,62.600099481642246,0.006024016632831238,62.94688582420349,0.0005176788039800907,63.47881555557251,0.007928400071258706,18.691347912899467,8.614076123426694,0.0010901258226657781,6.240581554205355,0.19235677875063514,,factual,10,108.53260612487793
Symbol of the element copper?,34560,32,-1,59.79366087051301,52.549894056211905,0.8788539335300305,5.530631473677081,4.691350743684634,0.5890584668142131,19773.56649444305,0.12784061405711894,-0.00872423318292679,0.005928189383816823,15,0.7479965854436159,0.5721518082882827,0.7564071709656663,0.7423080801963806,0.868606984615326,1.054140990972519,1.061454176902771,32,79.04956902259197,2.1475725173950195,0.3200417757034302,2.6444306693840215e-12,60.13739388436079,0.005748653098731518,59.97716635465622,0.003068978909664034,61.122798919677734,0.022228745151480808,36.28160739339743,15.47268627548492,2.5641292522432322e-06,8.318486469724359,0.41825099639545116,,factual,11,109.02382779121399
Define respiration in one sentence.,34560,32,-1,93.95716870776677,66.74069860377465,0.7103310957714817,4.145237325902035,3.8528511687830167,0.5755273874117539,36593.9459923885,0.14196371957450132,0.0008935292616660953,0.00015572192056667044,15,1.008643375709653,1.0588526039464266,1.0290056384424853,0.9859803020954132,1.2193444132804871,1.5654374504089361,1.7105573415756226,32,91.3087015246001,0.3673263490200043,0.9430019855499268,1.9441612335792483e-12,93.27682666480541,0.007240980675752424,93.86743605136871,0.0009550378926077314,93.61377954483032,0.0036547414918863723,11.617494173210837,2.3047496800862857,2.231985771385356e-06,4.422803902753685,0.5968465769024517,,factual,12,111.06554794311523
Symbol of the element helium?,34560,32,-1,59.031494731620434,53.979931807738346,0.9144259696141979,5.998516764578002,4.975465854460861,0.5904400314015109,20903.135565256787,0.1274397222028408,-0.00785621514329045,4.477829191910168e-05,15,0.7715322505682707,0.6048360985317357,0.7777120923142032,0.7419131398200989,0.9101918160915375,1.0077225774526597,1.0223126411437988,32,75.90404638802406,2.226472854614258,0.48852235078811646,2.572002427215216e-12,59.41184237599373,0.006443130842315495,59.27235633134842,0.004080221936155088,60.45037508010864,0.024035988838482795,32.10277143552295,18.29065706934533,6.043245439853993e-06,2.691742895922758,0.2259370291088269,,factual,13,112.07966995239258
Symbol of the element oxygen?,34560,32,-1,64.4229980987257,55.19210174004958,0.8567142692655969,4.716858153680356,4.463993714381372,0.6255908584550689,19576.483392563972,0.13017095883421198,-0.00888074882775306,0.0016866349127434574,15,0.7407975476235151,0.5664491722385409,0.7526281766174722,0.748758852481842,0.9271774947643281,0.9778580594062806,0.9796494841575623,32,85.59737743034763,2.275516986846924,0.46941104531288147,2.6575144708674176e-12,64.9613281711936,0.008356178513190623,64.55996632575989,0.0021260765732182755,64.65831398963928,0.0036526690445695636,26.678342465923016,13.135956876276996,0.0011598647348071945,7.427397976129389,0.32190339549227037,,factual,14,114.6736090183258
Who wrote Don Quixote?,35520,32,-1,82.41513962646184,44.38568810079297,0.5385623115117685,2.8721437319644374,2.641795598023072,0.6041422204207818,19508.33331246106,0.13786778604279326,-0.009363346788799992,3.1171241359656975e-05,15,0.7223657686263323,0.5492210955084759,0.741094525353194,0.6499836444854736,0.9641446650028229,1.1143013715744021,1.151968002319336,32,111.20732485113538,2.535112142562866,0.5484145879745483,2.6989786572465213e-12,82.83921517431736,0.005145602492182828,82.57944136857986,0.0019935868926838725,83.11130404472351,0.008447045305231042,11.07313364388297,8.414647014945693,5.563525993368008e-05,8.526933992240862,0.7488821687163281,,factual,15,104.89320302009583
What is the capital of Nepal?,35520,32,-1,86.49468588805733,80.95642656641756,0.9359699469998839,4.9007659275867255,4.03374771593979,0.5943862801835205,36664.25052323965,0.1393775930384532,0.0004954103438970353,0.0012560720125546912,15,0.9982637632638216,1.0322142602263416,1.0159794585651531,0.9781435132026672,1.3169610857963563,1.3541113710403443,1.355193853378296,32,85.13428609090862,3.112360715866089,0.21794702112674713,1.9692332092960923e-12,86.79574355483055,0.003480649287088548,86.45385503768921,0.00047206195327384004,86.88433766365051,0.004504921563591411,60.755474120371076,7.828684693876593,0.012715030892956895,26.030827121209278,0.6344265408260416,,factual,16,102.14995884895325
"What colour is Uranus, briefly?",35520,32,-1,71.03369480417663,61.034792807162724,0.8592371968742523,5.605134728455742,3.8328247763691543,0.4670663491881312,28282.30920610047,0.1332235730991588,-0.0035603035208194808,0.0006604543087703149,15,0.876847892999649,0.7962361826041799,0.8923206725186748,0.8416570425033569,1.0752674221992493,1.3559831285476687,1.4122605323791504,32,79.6055689302776,2.1925692558288574,0.6197732090950012,2.2414997298149904e-12,71.62072230130434,0.008264070998221294,71.19089365005493,0.0022130180094342084,72.80914187431335,0.0249944350358121,35.04318600855681,4.791517165799722,8.338004126393149e-07,14.907163692565774,0.6377228501512076,,factual,17,106.97311496734619
Define natural selection in one sentence.,35520,32,-1,62.92470146444866,52.2787948230105,0.830815142643883,4.52206937152291,4.135552245457056,0.5952540939721719,17905.21531974895,0.1294355873969566,-0.010703185766668297,0.0006981154607867742,15,0.6837841151282191,0.5040882691370763,0.7099917387808652,0.6264730989933014,0.9011502146720887,1.233624737262726,1.2936980724334717,32,88.6273713161913,1.5637059211730957,0.6967983841896057,2.8168961997515397e-12,62.89803422987461,0.00042379596491395254,62.83796578645706,0.0013784042827855246,62.34147548675537,0.009268633209532058,12.467095531240247,2.392309758857425,8.054941921950901e-07,0.5850436310076736,0.09250420458292595,,factual,18,103.54965806007385
Author of Don Quixote?,35520,32,-1,81.5390326444975,48.72961008799578,0.5976231077017028,2.9288772251525024,2.881552413775037,0.6363111154766886,19472.973668283816,0.13753380730470904,-0.009391693431567783,0.003811229595423522,15,0.7092917123809457,0.5482256100305128,0.7404225888170302,0.637973427772522,0.939872318506241,1.4050071752071387,1.5714019536972046,32,110.12499331586022,4.13574743270874,0.14380784332752228,2.7014454680847388e-12,82.59625174105167,0.012965803766197971,81.55789971351624,0.00023138696164078584,82.23041892051697,0.008479206259827026,22.047338143193848,4.988999009212228,2.2037752127206598e-05,15.837728692519564,0.8285775038116592,,factual,19,104.32822704315186
What language is spoken in Germany?,35520,32,-1,80.88710175999731,62.44600524921813,0.7720143742385887,4.349190981810115,3.962637955146092,0.5869195040289019,28455.55287331953,0.13728294928093762,-0.003464884320531329,0.0001361358878785263,15,0.8750439565628767,0.801113538100212,0.8950494612591038,0.8493780493736267,1.1666743755340576,1.2586449933052064,1.261521339416504,32,90.3716557139978,3.2486071586608887,0.21359306573867798,2.234583064907161e-12,82.186134532094,0.016059825903406454,81.24794811010361,0.004461111132118124,84.07690525054932,0.039435255079561846,38.81746959278486,5.575158253746129,0.0003805768486467102,8.331128732507253,0.42398453043094203,,factual,20,110.2226779460907
Largest city of India?,35520,32,-1,107.76927387900723,54.390744164707556,0.5046962107749899,2.5589116467093103,2.592038167367607,0.669202203489324,29719.753593936228,0.14624976840296058,-0.0027856873316396877,0.003526262854364796,15,0.8719367887824774,0.8367047746040605,0.9147156796535525,0.8146139681339264,1.24041166305542,1.586769011020661,1.6945751905441284,32,117.81723684862044,3.4991354942321777,0.163429856300354,2.1865768320484576e-12,107.63135738670826,0.0012797385315392216,107.60831832885742,0.0014935198536320427,104.91553544998169,0.026480074758872475,33.380304937499915,5.317151302193053,3.615414378411614e-06,27.93949219218259,0.9097526792148155,,factual,21,108.49484777450562
Define plate tectonics in one sentence.,35520,32,-1,57.59678331102818,53.936733650308724,0.9364539224186224,5.065444296201169,4.496839767007645,0.6273487566431479,16804.051456522662,0.12667083502649396,-0.011694935979066253,7.2570309988653705e-06,15,0.6816576607525349,0.4730870342489488,0.6878132262823599,0.6742677390575409,0.8001414477825165,0.8974281823635102,0.91306072473526,32,83.73898772237322,1.8087477684020996,0.6199443340301514,2.907776331357222e-12,57.01253656297922,0.01014373918928706,57.47486650943756,0.002116729348100178,57.10641145706177,0.008513875702369552,29.570234372375637,10.321895910339547,2.6243639108552174e-06,5.795045931405747,0.3909913360560515,,factual,22,109.10157871246338
What is the capital of Japan?,35520,32,-1,80.97677409184207,79.63058216821841,0.9833755797421886,5.0162028354497386,4.065801130011542,0.6084816031505051,32892.43555899035,0.13731757418587193,-0.001200831390732301,0.0009678415573338165,15,0.9466753602027893,0.9260257758724761,0.9623023308048652,0.9189136624336243,1.1932599663734438,1.3631986248493195,1.4031387567520142,32,84.14899507104938,3.135781764984131,0.21644794940948486,2.078425693469875e-12,81.73303678631783,0.009339254409147063,80.70678263902664,0.003334183855104066,77.84742712974548,0.03864499416273753,66.132406153251,8.479866280591272,4.294007475076705e-06,60.4455017692444,0.9555561767639096,,factual,23,111.135586977005
"What colour is Earth, briefly?",35520,32,-1,82.77187310625553,51.67085685908522,0.6242562227962865,3.3240982388476423,3.448005440329766,0.6437898369897693,22774.005269590754,0.13800275959052657,-0.006944939880433752,0.02186281495856732,15,0.7888195365667343,0.6411600582655055,0.8007247081647384,0.7619084119796753,0.9857539772987366,1.1148175299167635,1.1616846323013306,32,103.37119894284935,3.43465518951416,0.23690874874591827,2.4979260491054435e-12,83.15330371260643,0.004608215231051383,83.06046575307846,0.0034866028276593426,85.50620079040527,0.033034502923953594,37.71921706785968,3.6084971211139814,0.0004362652827227762,10.11909794685185,0.49356654636168323,,factual,24,111.29571390151978
What language is spoken in Thailand?,35520,32,-1,78.31773571878011,62.55669659180881,0.7987551736229179,4.151661278926966,3.8343787257765696,0.6065670680491363,25464.910804625986,0.1362741902239277,-0.005199913444648832,0.0030000282603767406,15,0.83220424503088,0.7169175339140199,0.8467098286390798,0.8170158863067627,0.9805292427539826,1.3247797715663914,1.4294415712356567,32,92.49654730543052,3.046398878097534,0.24884362518787384,2.3624975036685148e-12,79.16097529232502,0.010766904403017514,78.54828983545303,0.00294383021364127,80.90327978134155,0.033013519081367015,30.777102818590585,9.119302795076026,0.0006780164302569257,10.56120558386122,0.5514176975086134,,factual,25,112.81658816337585
Largest city of Chile?,35520,32,-1,98.88236728925759,44.28542279174426,0.4478596539077287,2.5047144554287306,2.3680066375389073,0.6425538639690493,24490.403039026147,0.14356034170171703,-0.0058096029688141475,0.001054876927623653,15,0.8134118914604187,0.6894820675401505,0.8303505690611349,0.7945792973041534,1.0611329436302186,1.1460043704509735,1.1527910232543945,32,119.08508402775388,3.393564462661743,0.2308407723903656,2.4089852835262675e-12,96.97646833956242,0.01927440656957457,98.83318096399307,0.000497422610450161,98.02777171134949,0.008642547719434839,27.00901290983996,7.645537126974197,0.00016049476211342907,23.414560879112926,0.9259674460125896,,factual,26,111.73182725906372
What is the capital of Sweden?,35520,32,-1,79.27903135411118,69.11985544687836,0.8718554486134389,4.386131445596234,4.150005186597173,0.6420960159832206,27567.559024624996,0.13665542724722407,-0.003960253662182666,0.000875148801915731,15,0.8661434296518564,0.7761137112788569,0.8809731614974754,0.8221232295036316,1.1050974011421206,1.2928221702575686,1.3301931619644165,32,89.99029121302964,3.0183935165405273,0.19679349660873413,2.2701843234722923e-12,79.50575090944767,0.0028597669707114463,79.31136339902878,0.00040782593285201857,79.99361157417297,0.009013483235813094,65.98857178584528,15.23773362023772,6.491736930230923e-06,27.730306759017296,0.6347963957445792,,factual,27,109.47091460227966
"What colour is Mercury, briefly?",35520,32,-1,73.10607985655727,57.86960211340572,0.7915839862697042,4.247467275253526,3.883810985805911,0.5932499008763679,22700.584231319743,0.13412223547092175,-0.006995394639120256,0.0018316638437728759,15,0.7888894695788622,0.6390930245303982,0.7994329393578915,0.7698599994182587,0.976306015253067,1.0767987728118897,1.114648699760437,32,91.4474201115418,1.4859799146652222,0.7722224593162537,2.501846250013626e-12,73.53059016168118,0.00580677155657691,73.4209194779396,0.0043066133760705175,75.14076828956604,0.0278320002522504,34.13219675135781,1.97839941605299,3.6737624630638104e-05,17.393437106155545,0.707594764674758,,factual,28,112.4466507434845
What language is spoken in Hungary?,35520,32,-1,70.90243823636725,56.3375887723739,0.794579004244687,4.482652652293124,4.113224164802113,0.5886756922284521,22534.993046643653,0.13316577571063734,-0.007109790164654841,5.488594136806687e-05,15,0.7865903116762638,0.6344311105474001,0.7965118395525581,0.7515843212604523,0.9750989973545076,1.1094733464717865,1.1292098760604858,32,89.01617617649951,2.865185260772705,0.23794279992580414,2.511248975456253e-12,71.42148911952972,0.007320635172405674,71.12467288970947,0.0031343725105949204,72.28403091430664,0.019485827459608144,35.11990929907163,19.114926589455514,1.568291887137405e-06,10.184692307048335,0.11446355315245008,,factual,29,111.64049506187439
What is the chemical symbol of oxygen?,36480,32,-1,80.61852988584226,78.53319734220483,0.9741333345250617,4.402339260549446,3.886071459572275,0.6719461819505307,28612.332055078175,0.13717901632555818,-0.0037957242121572027,0.004048468595821097,15,0.8649093620479107,0.7843292778256079,0.8856236660261558,0.8227279484272003,1.1114770650863648,1.3233175671100619,1.391937494277954,32,91.03023437425877,1.8558329343795776,0.5871719121932983,2.2585619875088328e-12,80.44356480240822,0.002170283726108603,80.71950078010559,0.0012524526855836077,80.41673302650452,0.002503107655566209,29.85617130865586,12.943417618764881,6.083520229771045e-05,19.903781788010143,0.8113367962449551,,factual,30,113.55880188941956
What is the chemical symbol of zinc?,36480,32,-1,82.88017652978438,75.40513103300312,0.9098090060884959,4.6910783586375615,3.97407021425907,0.5979824920126499,32223.597351775534,0.13804362213916332,-0.0019385178755765343,7.795904942781175e-05,15,0.9193014428019524,0.8833222958271802,0.939852273406401,0.8867237865924835,1.1710838794708254,1.411394875049591,1.4135377407073975,32,88.18425924459942,1.8784205913543701,0.5982496738433838,2.128226400221176e-12,82.85669609904289,0.00028330575204612207,82.88710564374924,8.360399621456194e-05,83.29906463623047,0.005054141098451336,36.96821124517342,9.015070888256469,0.007023448375433272,32.46442955043522,0.9358894431187676,,factual,31,112.38356399536133
Author of 1984?,36480,32,-1,99.40211750911458,57.129133399794206,0.5747275292657145,2.1804964346464923,2.593462078043522,0.7949500093029651,21545.00766635047,0.14372416926075726,-0.008228438098547168,0.0006431670978139287,15,0.7511533610522747,0.5905977978714493,0.7685036095370336,0.7498292624950409,0.9098377406597138,1.168128151893616,1.2068111896514893,32,129.34502359574816,4.0352325439453125,0.2607634663581848,2.6024494140422412e-12,99.81837123632431,0.004187574044099847,99.32330250740051,0.0007928905710367252,98.79746437072754,0.006082899977775492,29.18944377810407,4.850560088321288,2.368559235705539e-05,23.617434010710788,0.8873668368413006,,factual,32,112.45122528076172
What is the chemical symbol of nickel?,36480,32,-1,85.59802493742053,76.11228644704155,0.8891827411051277,4.447129399155214,3.8576934414714437,0.6039153094930462,32584.21438050441,0.13905194405376697,-0.0017646283681615259,0.005002882776836707,15,0.9314960036426783,0.8932076310445288,0.9450966252423764,0.9782089591026306,1.1044713735580445,1.255382858514786,1.291062831878662,32,90.57065981520967,1.909438967704773,0.6924434900283813,2.116340468236908e-12,86.2614344805479,0.0077502903088286605,86.2513929605484,0.007632980125482197,92.02220439910889,0.07505055714059879,32.82084688472974,11.659706836912065,8.179367428464272e-05,6.382945276766435,0.3799292681152995,,factual,33,110.6963222026825
What is the chemical symbol of potassium?,36480,32,-1,81.3351612161926,69.93921456324726,0.8598890506572521,4.740813160480087,3.975683401192589,0.5741832723004934,31362.415442014786,0.1374555753231922,-0.002361780463522664,0.0026187212394378338,15,0.9024854823946953,0.8597153355815457,0.9272083560783658,0.880306601524353,1.16459379196167,1.4434051895141604,1.5133248567581177,32,87.72047909502511,1.9025627374649048,0.6833422183990479,2.1569359785236388e-12,81.71491324901581,0.004668977440320089,81.85842633247375,0.006433442910259721,86.90289855003357,0.06845424845278902,39.897078996289096,5.65593371037592,0.0002705844133733649,2.9933845668520647,0.20066055187196344,,factual,34,111.19531178474426
What is the chemical symbol of lead?,36480,32,-1,84.24860080865143,76.41799480109567,0.9070535779538722,4.204380057876922,3.971990881887486,0.662803746286337,29841.96119241887,0.13855537379631652,-0.003138260444101863,0.00011554751878010863,15,0.8838608115911484,0.8180362168974471,0.904453546014082,0.850121021270752,1.1576228380203246,1.3272891867160799,1.3544880151748657,32,93.1486212640119,2.4558448791503906,0.5127759575843811,2.2117180719112255e-12,83.28534662723541,0.011433473935119547,84.29423719644547,0.0005416871895318934,84.57136750221252,0.0038311223030773963,38.947385492776085,6.197648916790399,1.06220559270631e-06,20.27760892537498,0.7021726542697151,,factual,35,109.75298309326172
What is the chemical symbol of hydrogen?,36480,32,-1,81.3491299879449,73.74493253092109,0.9065239240032243,4.1459351990639695,3.929282136469586,0.670155889412803,27436.476385932485,0.13746094184155852,-0.004451418471624572,0.002049284333946457,15,0.8479149397462606,0.752096392158237,0.8672349117501191,0.8339732885360718,1.0345401883125307,1.303348550796509,1.3421080112457275,32,93.8028772661895,2.096342086791992,0.5820249319076538,2.306043120453337e-12,80.87651804089546,0.005809674265962946,81.84755593538284,0.006126997885678587,86.24883890151978,0.060230624645904576,40.81956421115016,10.491402762892365,8.194766116230935e-06,2.764566090199537,0.18893492889311597,,factual,36,110.12567973136902
What is the chemical symbol of sodium?,36480,32,-1,75.05259778017754,72.50161807504685,0.9660107740360535,4.72908111435596,4.026339692402684,0.6417550932572049,26638.405226714603,0.134943411608546,-0.00491265914353984,0.00014119112791538397,15,0.827990772202611,0.7302194415217819,0.854528783319662,0.7804470956325531,0.9846554219722748,1.5411174726486214,1.7419393062591553,32,87.82922149038255,1.9991734027862549,0.6222752928733826,2.340477639719754e-12,74.30259138345718,0.009993077107298064,75.43855160474777,0.005142444578676097,78.88560891151428,0.05107099880224331,35.30083600143077,6.4577279138232635,0.010855554032045321,1.697365124254251,0.04476800675876037,,factual,37,113.07982301712036
What is the chemical symbol of iron?,36480,32,-1,82.98973830762237,78.99429642457743,0.9518561937352329,4.153882486612191,3.8375844481583736,0.6821698875948958,28609.020994219325,0.13808490516578964,-0.0037975324646091382,0.012593571217010734,15,0.8637597523629665,0.7842385140959245,0.8855724217114739,0.8125999867916107,1.124485993385315,1.356876347064972,1.405673861503601,32,93.71310157461897,1.5021991729736328,0.5646755695343018,2.258682648371509e-12,83.13999511301517,0.0018105468032184131,82.93142914772034,0.0007026068655126913,82.62497186660767,0.00439531981246411,29.59370626242444,13.793262374357669,0.0003650082380086816,20.51286082149051,0.7124836544283388,,factual,38,113.24374675750732
What is the chemical symbol of tin?,36480,32,-1,81.40755326762033,72.32056849211232,0.8883766381525284,3.9022514540714512,3.8899814453977197,0.6926992826478643,25860.96075647741,0.13748337689653453,-0.0053754631301327765,0.005433547755994176,15,0.8287157211452723,0.7089079154736132,0.8419666949907302,0.8405910432338715,1.0001372039318086,1.0728677427768707,1.0810716152191162,32,96.68737938431154,2.124971628189087,0.6393023133277893,2.375585601280818e-12,80.96565492451191,0.005428222878234797,81.25186711549759,0.0019124288333655435,80.40817975997925,0.012276176687877043,37.726533630560915,5.851711188717794,0.001858466970554928,24.639212797707764,0.7981658112927056,,factual,39,114.71179509162903
Go: remove duplicates.,33600,32,-1,106.86692486376866,83.07651568952292,0.7773828599955136,3.522755900401998,3.2445223199981417,0.6209318025039708,40231.773366787995,0.1459870114866293,0.002814546855117034,4.510176777441795e-05,15,1.0575236324220896,1.1973742073448808,1.0942459537713085,0.9857223331928253,1.4298676609992982,1.7341218745708467,1.7625596523284912,32,97.6626182581303,4.2271857261657715,0.2266339659690857,1.8277645413423005e-12,107.25675150752068,0.0036477763746730263,106.83835297822952,0.00026735948073324894,106.13638162612915,0.0068360087891626035,21.859176604968713,10.773366794086593,2.2035143319457147e-05,15.516050835678382,0.8286162975143696,,coding,0,116.7508008480072
