prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,error,label,prompt_idx,wall_s
Python: trim whitespace.,52224,27,-2,1099.0144955603205,731.9805075867699,0.6660335332643426,2.8283587947400908,2.35161330580051,0.6140750762076791,3416184.6962630213,0.2593395979292389,0.07742106411292407,0.00013175836567272495,8,8.043486913045248,65.41407583224229,8.087896873244755,8.083357334136963,8.904293537139893,9.515471982955933,9.583380699157715,6,135.8838413476549,1.547032356262207,0.45828941464424133,2.474652219051161e-13,1100.0825464725494,0.0009718260464657658,1091.8036699295044,0.0065611742701716805,912.2962951660156,0.16989603062433536,183.6323144503664,98.64075018920805,0.07449244816378933,77.79303222531144,0.08806963958455682,,coding,2,61.047775983810425
JavaScript: count vowels.,52224,27,-2,1334.8700520367393,807.0705238608406,0.6046060608142456,2.4827882331575974,2.148514794979636,0.6432830317156764,4424025.869922971,0.26654034173326857,0.08220857836065219,0.0002431885823669817,8,9.064829587936401,84.7125051685618,9.203939654765334,9.031526565551758,10.896474838256836,11.572770881652833,11.64791488647461,6,145.03246458656062,2.198871374130249,0.24392440915107727,2.1740272739029102e-13,1321.922093629837,0.009699789419311839,1386.8610858917236,0.03894838585647842,1613.4824752807617,0.20871876091527905,607.2442979754039,273.31525408551875,0.01164178992649957,404.2790162446604,0.6757981233490649,,coding,3,61.260186195373535
JavaScript: remove duplicates.,52224,27,-2,1463.42526978491,859.6435115460079,0.587418797047529,2.7748279643348224,1.9836091358735919,0.5432124259612614,5942609.084773468,0.26994574230221763,0.08767335919330226,0.0004505864641467815,8,10.411278009414673,113.7907683205704,10.667275580979915,10.439747333526611,13.018099784851074,13.2348952293396,13.258983612060547,6,137.18828755058186,1.740105152130127,0.4779510200023651,1.8749851347560688e-13,1468.9677953720093,0.0037873649591372597,1481.6899299621582,0.012480760414867488,1466.507339477539,0.002106065650405326,211.62566985627913,157.69917701001373,0.0038325473126919925,161.68658938491353,0.7204389792626297,,coding,4,61.23798203468323
Java: find the average.,53760,27,-2,1016.6468590923319,687.3505127402792,0.6760956438245912,3.7288623927272795,2.292449612145166,0.4578695940240658,3854043.420961571,0.25645426288457607,0.0791175633178219,0.014250532958142917,8,8.366724729537964,71.68979577681493,8.466982684334186,8.14964747428894,9.871705055236816,10.598455810546875,10.679205894470215,6,120.07191900524802,1.4628026485443115,0.5101588368415833,2.3618543393435145e-13,1018.0486738681793,0.0013788610699087946,1002.8669834136963,0.013554240152709762,835.7316970825195,0.17795280671140246,320.48113695643997,115.1202320415891,4.998851683566332e-06,71.31576951006627,0.05180310865525077,,coding,5,61.16635608673096
Ruby: check a palindrome.,53760,27,-2,1430.290774904957,1064.9424626153025,0.7445636099317409,2.4204994813074383,2.1847312741705105,0.7042064700770325,4951692.520627871,0.26909752006213844,0.08375842637526941,0.006731362848844568,8,9.526992956797281,92.10737575572678,9.597258762570007,9.827408790588379,10.508461475372314,10.733737421035766,10.758768081665039,6,149.03117757781462,2.004885196685791,0.2981671392917633,2.0851355958382988e-13,1401.1839032173157,0.020350317710449838,1425.3392219543457,0.0034619204972082588,1291.6837692260742,0.09690827075920504,711.9065820682162,526.8552126825414,7.687569101938796e-05,516.1992719491536,0.6230925551469104,,coding,6,61.449214935302734
Ruby: implement binary search.,53760,27,-2,1252.1028273697973,906.0284769003752,0.723605487580923,3.0600283758254765,2.289318379806651,0.5681714377751793,4797394.646867205,0.26416961773239184,0.08317219576701874,0.0035051589276051003,8,9.272270361582438,89.23725161583343,9.446547073710766,8.926168441772461,11.385974884033203,12.325846672058105,12.430276870727539,6,132.54608457456374,1.8063204288482666,0.39280593395233154,2.1183708525116955e-13,1232.8200042247772,0.015400351092191131,1256.2943696975708,0.003347602318396145,1164.6782875061035,0.06982217271031979,361.76269958787464,299.20109491164305,0.0005202857352423303,287.2118815815579,0.5043101259932905,,coding,7,61.31188416481018
6 km in metres?,52224,27,-2,752.7630917956998,671.915383880133,0.8925987355162337,5.910661006195574,2.8680969831741305,0.4026675827732784,3349289.490368415,0.24532409478398876,0.07705483982509939,0.020923083511010597,8,7.90464981396993,64.13314741054717,8.008317389473719,7.484150648117065,9.552078247070312,9.599453353881836,9.604717254638672,6,93.99765958140614,1.1058658361434937,0.4565260112285614,2.497220487221557e-13,757.6858252286911,0.006539552067102869,753.4152269363403,0.0008663218849969092,746.3600635528564,0.008506033721139332,543.6645098109084,102.02597422983563,0.00024707467040930366,335.9048456676771,0.7590882851113456,,reasoning,0,61.66989803314209
5 km in metres?,52224,27,-2,736.6850763407755,595.0939323244028,0.8077996303119402,7.121452953791781,2.7141474004815915,0.29514436197795435,3864847.4252716326,0.24452446281626936,0.079706209720439,0.029038815406114034,8,8.517457485198975,74.00519732827115,8.602627350308227,8.397940635681152,9.706759929656982,10.810089826583862,10.932682037353516,6,85.63489342756371,1.092519998550415,0.5255498290061951,2.324171850254703e-13,744.0056651830673,0.009937202581399213,734.9952459335327,0.0022938301066670217,734.278678894043,0.0032665212368430804,490.96887658583336,96.00294410997725,0.004038182937369134,281.825153195766,0.7399572144356584,,reasoning,1,61.54450798034668
2 km in metres?,52224,27,-2,733.4638516978052,615.923173710492,0.8397457792701937,4.826753342643638,2.8459797318755293,0.47288098919405946,2596644.739308563,0.2443621597936936,0.0723413564147028,0.0039156402078180256,8,7.01067582766215,49.72129173001997,7.051332620861107,7.099731206893921,7.86958909034729,7.954479718208313,7.963912010192871,6,104.01776389441274,1.2285971641540527,0.5135005116462708,2.8361567174234e-13,733.6097955703735,0.00019897895749118114,731.4245700836182,0.0027803437203709363,670.7257747650146,0.08553669930367508,586.3505490793348,130.6232270590472,0.003541962821721041,168.36540579186146,0.5132562402018009,,reasoning,2,61.379563093185425
3 km in metres?,52224,27,-2,744.3920810796063,641.7391898288978,0.8620983566861298,5.790229939938794,2.854668479150514,0.4005199730661536,3208479.7266857144,0.2449099217303947,0.0762594507259652,0.00243387178114154,8,7.782041629155477,61.43688202140231,7.838168282283962,7.644219398498535,8.927985191345215,9.097012424468994,9.115793228149414,6,94.97015811232406,1.2153830528259277,0.44408050179481506,2.5532277308391104e-13,741.0255819559097,0.004522481108093056,743.9804077148438,0.0005530329717714345,699.0414619445801,0.06092302737725702,580.253236486516,126.9391210962976,0.008445421552201128,183.95755118977524,0.5134700075939075,,reasoning,3,61.68706202507019
9 km in metres?,52224,27,-2,760.791180545345,656.2511197100079,0.8625903355498912,7.674426422501958,2.8795830853153515,0.3071450552943893,4441982.728033061,0.24571699699336513,0.08228359179211184,0.0001777187763554977,8,9.157612959543863,85.05634819303502,9.222599860832899,9.379942893981934,10.220011234283447,10.465519189834595,10.4927978515625,6,82.49205126812852,1.15280282497406,0.47978484630584717,2.1678379627011007e-13,771.1229473352432,0.013580292535058375,762.535810470581,0.0022931784303617513,738.699197769165,0.029038168870916887,631.000650494829,118.0640990996824,3.777024071296816e-05,305.7146570929698,0.6802547188216805,,reasoning,4,62.17778491973877
17 km in metres?,53760,27,-2,755.0390006597506,634.3940374954685,0.8402136008088803,6.243986417164697,2.8743350240343233,0.3727553994105476,3559596.081522244,0.245435903867328,0.07764579001754697,0.0010267205173417405,8,8.025590896606445,66.21272473069651,8.137120174281348,7.534440517425537,9.784503936767578,10.138054275512696,10.177337646484375,6,92.78946168769606,0.8450745344161987,0.5382762551307678,2.4612673130481254e-13,765.247568488121,0.013520583465821207,750.7225275039673,0.005716887673367357,670.8488464355469,0.11150437811906214,358.57827163463264,20.385726969654776,7.958494312878201e-05,18.626686944046924,0.2055507814294793,,reasoning,5,61.54119396209717
57 mod 7?,53760,27,-2,1657.0694729590368,1525.406733149944,0.920544828109118,2.740218433051986,2.3936474662424607,0.749079005231765,7524308.903485295,0.2745483682777554,0.09150675090955986,0.0008420922197996621,8,11.55122995376587,139.96110311542589,11.830515758639853,10.805115699768066,14.794774055480957,15.863682842254638,15.982450485229492,6,140.06739070092823,1.0347559452056885,0.6101081967353821,1.692999639740215e-13,1655.411422252655,0.001000592149839687,1711.3113403320312,0.03273361090656895,1190.1083946228027,0.2817993366943024,541.1970464872339,128.89821932735794,0.007770275140497738,116.93042434927037,0.213818106407346,,reasoning,6,62.106199979782104
30 km in metres?,53760,27,-2,797.760689723837,637.5029514427285,0.7991155238087927,5.342428839713392,2.772048368121133,0.40307785950455144,3400039.8778014486,0.24747439499668253,0.07679653227936527,0.001412685802689567,8,7.824684381484985,63.24478939362814,7.952659265530501,7.065816402435303,9.794397830963135,9.97119574546814,9.990839958190918,6,100.3137017552732,1.0822312831878662,0.4751822054386139,2.5126063641384026e-13,789.3260568380356,0.01057288607279114,797.3763346672058,0.00048179242419709356,807.2093963623047,0.011844036388579834,683.3853580058976,96.99289426032102,0.04937681616364963,322.9327786856351,0.6667889351814171,,reasoning,7,63.99387168884277
Capital of Westeros?,52224,27,-2,1876.8663532799444,804.7016805361512,0.428747459364852,1.8692778863303634,1.5825225225281487,0.6876625480309766,6584769.328766852,0.2791614382129604,0.08957356341522532,0.0234221366370418,8,11.154308319091797,126.08703524752703,11.228848349119648,11.571301460266113,12.41452169418335,12.451390695571899,12.455487251281738,6,167.14682529548324,2.056135654449463,0.5011471509933472,1.7826551921845604e-13,1876.930594444275,3.422788427009263e-05,1886.9374990463257,0.005365936550986329,1924.360466003418,0.025305005143533277,496.3386958425048,154.30186301298534,4.155970496377539e-05,329.4240156443194,0.7767512399927463,,hallucination_prone,0,61.4341459274292
airport code of Atlantis?,52224,27,-2,930.3081270574227,693.6616469807058,0.7456256984175408,5.428970612581627,2.685531811897518,0.3736990042726733,4698628.629956538,0.2531672537292492,0.08332377416518316,0.0008260710249975392,8,9.332264184951782,89.97067689101827,9.485287391060867,8.874803066253662,11.155325889587402,12.674439811706543,12.843230247497559,6,98.07906589462607,2.12623929977417,0.3895345628261566,2.1102879630740864e-13,928.313210606575,0.0021443609840941626,903.706431388855,0.02859449992413716,735.2547645568848,0.20966533219213523,424.61099321465815,176.1207029736701,3.944125698885626e-05,209.44340385282908,0.6398155252815114,,hallucination_prone,1,59.345723152160645
constitutional article of Atlantis?,52224,27,-2,1051.4339902167756,969.309872167307,0.9218932250492133,5.123079620961572,2.7650602977380276,0.4519930128845001,5663633.353559969,0.25770037838493,0.08678293965113403,0.009072027767117595,8,10.30085023244222,108.44886170266484,10.413878321867644,9.663125991821289,12.303596019744873,12.956690740585328,13.029256820678711,6,100.96468939999181,1.6734451055526733,0.519321620464325,1.9182252623040277e-13,1039.6989434957504,0.011160992349701086,982.4709892272949,0.06558947269268171,598.1658458709717,0.43109519814206554,811.6166727036798,99.97992056380028,0.0008714809240168735,633.035159698746,0.8770331535394963,,hallucination_prone,2,62.078728914260864
official GDP of Atlantis?,52224,27,-2,926.3473634029098,759.8390311197797,0.8202528135110491,6.146819991918675,2.7821483468844517,0.355168972647368,5274705.715007088,0.2530092328433587,0.08546548164485451,0.0017237458898865974,8,9.86583948135376,101.00156470218842,10.049953467662844,9.408563613891602,11.925965785980225,13.672794103622437,13.866886138916016,6,92.17429377991373,1.7115343809127808,0.5066841244697571,1.9889608992453439e-13,933.699756860733,0.007936972401815297,926.953136920929,0.0006539377580715504,912.0807647705078,0.015400916757612399,287.4796819351923,106.19249491841147,0.0018884182615252214,194.96170682527185,0.7743366185850737,,hallucination_prone,3,65.81861996650696
public debt of Atlantis?,52224,27,-2,1075.403322150177,836.1276660701037,0.7775014720973125,4.403848610424671,2.716000667323676,0.47176511859158715,5093017.031625401,0.25853522420716984,0.08481636132706942,0.005547521026853562,8,9.805131594340006,97.52253813620943,9.875350026009682,9.813584327697754,11.142245769500732,11.729040575027467,11.79423999786377,6,108.89774228940468,1.7404369115829468,0.4501345753669739,2.024726413810355e-13,1074.5912045240402,0.0007551749277778275,1070.070743560791,0.004958677809106971,1036.7695808410645,0.03592488558791847,447.797327781326,101.50767521920729,0.003384381391080676,326.51600405473454,0.8263052510514374,,hallucination_prone,4,64.7183837890625
official census population of Atlantis?,53760,27,-2,934.6869041325424,855.0009264847806,0.9147458070767375,4.793722389360009,2.735473783169886,0.4746272134728865,4187985.7527295575,0.2533411707896147,0.08065639766375408,0.0021506916697310394,8,8.662749608357748,77.90152069809444,8.82618381284315,8.261949062347412,10.690828323364258,11.647354698181152,11.75363540649414,6,105.89932454979643,1.674551010131836,0.4800370931625366,2.2658971597868922e-13,946.2178498506546,0.012336693353817504,884.9972486495972,0.05316181842631121,657.4848175048828,0.29657213062691085,483.1097592015524,130.70693983560218,0.013486628116029572,376.9434686571592,0.8638722229450762,,hallucination_prone,5,63.15332102775574
ISO country code of Atlantis?,53760,27,-2,1117.0609404601546,574.6998581379964,0.5144749380470308,3.605909799648431,1.8669706905559007,0.39705248793705294,4499544.917527672,0.2599428279570987,0.08198521935169088,0.0011025327045382362,8,9.114555676778158,83.696892067107,9.14860055238543,8.96920394897461,9.998854637145996,10.503806018829346,10.559911727905273,6,122.10183776892163,1.5828865766525269,0.4322766363620758,2.186370571901364e-13,1106.9387197494507,0.009061475828287601,1133.764624595642,0.014953243400137754,1188.4702682495117,0.06392608066659387,697.4483512293518,204.0930197916523,0.00021395402236509787,415.5679519642803,0.7189676731989952,,hallucination_prone,6,61.54405403137207
central bank rate of Atlantis?,53760,27,-2,858.858043140471,730.1850713350199,0.8501813275975727,6.631641248778573,2.8105499970217798,0.33904413542621603,4891744.872762945,0.25020754259448463,0.08353286383894706,0.0005162678624561865,8,9.291346073150635,90.99227813919167,9.53898727010324,8.892732620239258,11.531529903411865,13.585287046432496,13.813482284545898,6,90.03660648884434,1.2825922966003418,0.6295342445373535,2.0935029490237945e-13,852.5341004133224,0.007363199049780783,918.1644320487976,0.06905260931302322,984.990406036377,0.14686054803037596,180.68789400841172,59.01414957368402,6.322990934567046e-05,127.3742681201359,0.7972878297380794,,hallucination_prone,7,63.30141806602478
