label,prompt,token_length,template_id
hallucination_prone,airport code of Atlantis?,36,airport code of <e>?
hallucination_prone,internet domain of Mordor?,36,internet domain of <e>?
hallucination_prone,central bank rate of Atlantis?,36,central bank rate of <e>?
factual,Who wrote Don Quixote?,37,who wrote <e> <e>?
factual,What is the capital of Nepal?,37,what is the capital of <e>?
factual,"What colour is Uranus, briefly?",37,"what colour is <e>, briefly?"
factual,Define natural selection in one sentence.,37,define natural selection in one sentence.
factual,Author of Don Quixote?,37,author of <e> <e>?
factual,What language is spoken in Germany?,37,what language is spoken in <e>?
factual,Largest city of India?,37,largest city of <e>?
factual,Define plate tectonics in one sentence.,37,define plate tectonics in one sentence.
factual,What is the capital of Japan?,37,what is the capital of <e>?
factual,"What colour is Earth, briefly?",37,"what colour is <e>, briefly?"
factual,What language is spoken in Thailand?,37,what language is spoken in <e>?
factual,Largest city of Chile?,37,largest city of <e>?
factual,What is the capital of Sweden?,37,what is the capital of <e>?
factual,"What colour is Mercury, briefly?",37,"what colour is <e>, briefly?"
factual,What language is spoken in Hungary?,37,what language is spoken in <e>?
coding,Python: round to two decimals.,37,python: round to two decimals.
coding,Rust: reverse a string.,37,rust: reverse a string.
coding,Java: group anagrams together.,37,java: group anagrams together.
coding,C++: implement binary search.,37,c++: implement binary search.
coding,JavaScript: find the minimum.,37,javascript: find the minimum.
coding,Java: round to two decimals.,37,java: round to two decimals.
coding,Ruby: swap two variables.,37,ruby: swap two variables.
coding,Java: fizzbuzz.,37,java: fizzbuzz.
coding,Python: fizzbuzz.,37,python: fizzbuzz.
coding,Ruby: square each element.,37,ruby: square each element.
coding,TypeScript: sum a list.,37,typescript: sum a list.
coding,Rust: find the average.,37,rust: find the average.
coding,Ruby: trim whitespace.,37,ruby: trim whitespace.
coding,C++: check primality.,37,c++: check primality.
coding,Rust: trim whitespace.,37,rust: trim whitespace.
reasoning,5% of 87?,37,#% of #?
reasoning,55 + 34?,37,# + #?
reasoning,Thursday + 9 days = ?,37,thursday + # days = ?
reasoning,5% of 55?,37,#% of #?
reasoning,96 + 92?,37,# + #?
reasoning,Thursday + 7 days = ?,37,thursday + # days = ?
reasoning,5% of 98?,37,#% of #?
reasoning,33 + 68?,37,# + #?
reasoning,Thursday + 3 days = ?,37,thursday + # days = ?
reasoning,5% of 34?,37,#% of #?
reasoning,55 + 66?,37,# + #?
reasoning,Thursday + 6 days = ?,37,thursday + # days = ?
reasoning,5% of 59?,37,#% of #?
reasoning,60 + 92?,37,# + #?
reasoning,Thursday + 4 days = ?,37,thursday + # days = ?
hallucination_prone,inflation rate of Elbonia?,37,inflation rate of <e>?
hallucination_prone,Capital of the Galactic Federation?,37,capital of the <e> <e>?
hallucination_prone,internet domain of the Lunar Commonwealth?,37,internet domain of the <e> <e>?
hallucination_prone,public debt of Elbonia?,37,public debt of <e>?
hallucination_prone,What is the capital of Atlantis?,37,what is the capital of <e>?
hallucination_prone,official tax code of Mordor?,37,official tax code of <e>?
hallucination_prone,official GDP of the Moon Kingdom?,37,official <e> of the <e> <e>?
hallucination_prone,public debt of the Lunar Commonwealth?,37,public debt of the <e> <e>?
hallucination_prone,Capital of Zephyria?,37,capital of <e>?
hallucination_prone,central bank rate of Neverland?,37,central bank rate of <e>?
hallucination_prone,UN seat number of Gondor?,37,un seat number of <e>?
hallucination_prone,constitutional article of Mordor?,37,constitutional article of <e>?
hallucination_prone,official GDP of Narnia?,37,official <e> of <e>?
hallucination_prone,Capital of the Republic of Oz?,37,capital of the <e> of <e>?
hallucination_prone,internet domain of Camelot?,37,internet domain of <e>?
factual,What is the chemical symbol of oxygen?,38,what is the chemical symbol of oxygen?
factual,What is the chemical symbol of zinc?,38,what is the chemical symbol of zinc?
factual,Author of 1984?,38,author of #?
factual,What is the chemical symbol of nickel?,38,what is the chemical symbol of nickel?
factual,What is the chemical symbol of potassium?,38,what is the chemical symbol of potassium?
factual,What is the chemical symbol of lead?,38,what is the chemical symbol of lead?
factual,What is the chemical symbol of hydrogen?,38,what is the chemical symbol of hydrogen?
factual,What is the chemical symbol of sodium?,38,what is the chemical symbol of sodium?
factual,What is the chemical symbol of iron?,38,what is the chemical symbol of iron?
factual,What is the chemical symbol of tin?,38,what is the chemical symbol of tin?
coding,Write Go code to validate balanced brackets.,38,write <e> code to validate balanced brackets.
coding,Java: build a small inverted index.,38,java: build a small inverted index.
coding,C++: join with dashes.,38,c++: join with dashes.
coding,TypeScript: join with dashes.,38,typescript: join with dashes.
coding,C++: validate an email address.,38,c++: validate an email address.
coding,Kotlin: validate balanced brackets.,38,kotlin: validate balanced brackets.
coding,JavaScript: round to two decimals.,38,javascript: round to two decimals.
coding,Java: rotate a matrix in place.,38,java: rotate a matrix in place.
coding,Go: find the longest common prefix.,38,go: find the longest common prefix.
coding,JavaScript: validate an email address.,38,javascript: validate an email address.
reasoning,5% of 194?,38,#% of #?
reasoning,Thursday + 55 days = ?,38,thursday + # days = ?
reasoning,30% of 72?,38,#% of #?
reasoning,Thursday + 45 days = ?,38,thursday + # days = ?
reasoning,20% of 75?,38,#% of #?
reasoning,Thursday + 35 days = ?,38,thursday + # days = ?
reasoning,10% of 28?,38,#% of #?
reasoning,Thursday + 38 days = ?,38,thursday + # days = ?
reasoning,40% of 41?,38,#% of #?
reasoning,Thursday + 32 days = ?,38,thursday + # days = ?
hallucination_prone,constitutional article of the Lunar Commonwealth?,38,constitutional article of the <e> <e>?
hallucination_prone,What is the airport code of Atlantis?,38,what is the airport code of <e>?
hallucination_prone,What is the internet domain of Atlantis?,38,what is the internet domain of <e>?
hallucination_prone,What is the official GDP of Atlantis?,38,what is the official <e> of <e>?
hallucination_prone,official tax code of the Moon Kingdom?,38,official tax code of the <e> <e>?
hallucination_prone,internet domain of the planet Vulcan?,38,internet domain of the planet <e>?
hallucination_prone,public debt of Zephyria?,38,public debt of <e>?
hallucination_prone,What is the public debt of Atlantis?,38,what is the public debt of <e>?
hallucination_prone,official GDP of Zephyria?,38,official <e> of <e>?
hallucination_prone,ISO country code of the Lunar Commonwealth?,38,iso country code of the <e> <e>?
factual,Who is the author of the book Ulysses?,39,who is the author of the book <e>?
factual,Who is the author of the book Faust?,39,who is the author of the book <e>?
factual,Who is the author of the book Hamlet?,39,who is the author of the book <e>?
coding,TypeScript: title-case a string.,39,typescript: title-case a string.
coding,Write TypeScript code to split on commas.,39,write <e> code to split on commas.
coding,Write JavaScript code to merge two lists.,39,write <e> code to merge two lists.
reasoning,15% of 216?,39,#% of #?
reasoning,Area of 7 by 3 rectangle?,39,area of # by # rectangle?
reasoning,Compute 17 + 47.,39,compute # + #.
hallucination_prone,official census population of the Republic of Oz?,39,official census population of the <e> of <e>?
hallucination_prone,UN seat number of Zephyria?,39,un seat number of <e>?
hallucination_prone,national railway operator of Zephyria?,39,national railway operator of <e>?
factual,On which continent is the country of Algeria located?,40,on which continent is the country of <e> located?
factual,Who is the author of the book The Trial?,40,who is the author of the book <e> <e>?
factual,Name the capital city of the country called Croatia.,40,name the capital city of the country called <e>.
factual,On which continent is the country of Jordan located?,40,on which continent is the country of <e> located?
factual,Who is the author of the book The Odyssey?,40,who is the author of the book <e> <e>?
factual,Name the capital city of the country called Malaysia.,40,name the capital city of the country called <e>.
factual,On which continent is the country of Chile located?,40,on which continent is the country of <e> located?
factual,Name the capital city of the country called Bangladesh.,40,name the capital city of the country called <e>.
factual,On which continent is the country of Ireland located?,40,on which continent is the country of <e> located?
factual,Name the capital city of the country called Bolivia.,40,name the capital city of the country called <e>.
factual,On which continent is the country of Lebanon located?,40,on which continent is the country of <e> located?
factual,Name the capital city of the country called Chile.,40,name the capital city of the country called <e>.
coding,TypeScript: detect outliers in a numeric list.,40,typescript: detect outliers in a numeric list.
coding,Ruby: find connected components in a graph.,40,ruby: find connected components in a graph.
coding,Write Kotlin code to compute a factorial.,40,write <e> code to compute a factorial.
coding,Kotlin: build a small inverted index.,40,kotlin: build a small inverted index.
coding,Python: topologically sort a list of tasks.,40,python: topologically sort a list of tasks.
coding,Write Python code to encode run-length sequences.,40,write <e> code to encode run-length sequences.
coding,Write Go code to find the longest common prefix.,40,write <e> code to find the longest common prefix.
coding,"In Java, write a function to sort numbers.",40,"in <e>, write a function to sort numbers."
coding,TypeScript: find connected components in a graph.,40,typescript: find connected components in a graph.
coding,Write Rust code to parse a simple query string.,40,write <e> code to parse a simple query string.
coding,Write C++ code to join with dashes.,40,write c++ code to join with dashes.
coding,Kotlin: rotate a matrix in place.,40,kotlin: rotate a matrix in place.
reasoning,What is 30 plus 48?,40,what is # plus #?
reasoning,Area of 10 by 7 rectangle?,40,area of # by # rectangle?
reasoning,What is 5% of 34?,40,what is #% of #?
reasoning,"Next: 3,5,7,?",40,"next: #,#,#,?"
reasoning,How many metres are there in 3 kilometres?,40,how many metres are there in # kilometres?
reasoning,What is 84 plus 71?,40,what is # plus #?
reasoning,Area of 7 by 18 rectangle?,40,area of # by # rectangle?
reasoning,What is 5% of 74?,40,what is #% of #?
reasoning,"Next: 2,4,6,?",40,"next: #,#,#,?"
reasoning,How many metres are there in 4 kilometres?,40,how many metres are there in # kilometres?
reasoning,What is 64 plus 94?,40,what is # plus #?
reasoning,Area of 12 by 7 rectangle?,40,area of # by # rectangle?
hallucination_prone,UN seat number of the Sapphire Empire?,40,un seat number of the <e> <e>?
hallucination_prone,customs tariff of the planet Vulcan?,40,customs tariff of the planet <e>?
hallucination_prone,airport code of the Sapphire Empire?,40,airport code of the <e> <e>?
hallucination_prone,central bank rate of the Sapphire Empire?,40,central bank rate of the <e> <e>?
hallucination_prone,What is the airport code of Narnia?,40,what is the airport code of <e>?
hallucination_prone,What is the national railway operator of Mordor?,40,what is the national railway operator of <e>?
hallucination_prone,What is the customs tariff of the Lunar Commonwealth?,40,what is the customs tariff of the <e> <e>?
hallucination_prone,customs tariff of the Galactic Federation?,40,customs tariff of the <e> <e>?
hallucination_prone,What is the constitutional article of Camelot?,40,what is the constitutional article of <e>?
hallucination_prone,What is the customs tariff of Camelot?,40,what is the customs tariff of <e>?
hallucination_prone,Who ruled Atlantis in 1901?,40,who ruled <e> in #?
hallucination_prone,What is the inflation rate of the Martian Republic?,40,what is the inflation rate of the <e> <e>?
factual,What is the standard chemical symbol of the element gold?,41,what is the standard chemical symbol of the element gold?
factual,What is the standard chemical symbol of the element neon?,41,what is the standard chemical symbol of the element neon?
factual,Who is the author of the book The Stranger?,41,who is the author of the book <e> <e>?
factual,What is the standard chemical symbol of the element nitrogen?,41,what is the standard chemical symbol of the element nitrogen?
factual,What is the standard chemical symbol of the element helium?,41,what is the standard chemical symbol of the element helium?
factual,What is the standard chemical symbol of the element tin?,41,what is the standard chemical symbol of the element tin?
factual,What is the standard chemical symbol of the element hydrogen?,41,what is the standard chemical symbol of the element hydrogen?
factual,Who is the author of the book War and Peace?,41,who is the author of the book <e> and <e>?
factual,"What is the planet Mercury mostly made of, briefly?",41,"what is the planet <e> mostly made of, briefly?"
factual,What is the standard chemical symbol of the element chlorine?,41,what is the standard chemical symbol of the element chlorine?
factual,What is the standard chemical symbol of the element magnesium?,41,what is the standard chemical symbol of the element magnesium?
factual,What is the standard chemical symbol of the element sulfur?,41,what is the standard chemical symbol of the element sulfur?
factual,What is the standard chemical symbol of the element oxygen?,41,what is the standard chemical symbol of the element oxygen?
factual,What is the standard chemical symbol of the element zinc?,41,what is the standard chemical symbol of the element zinc?
factual,What is the standard chemical symbol of the element iron?,41,what is the standard chemical symbol of the element iron?
factual,What is the standard chemical symbol of the element calcium?,41,what is the standard chemical symbol of the element calcium?
factual,What is the standard chemical symbol of the element carbon?,41,what is the standard chemical symbol of the element carbon?
factual,What is the standard chemical symbol of the element potassium?,41,what is the standard chemical symbol of the element potassium?
factual,What is the standard chemical symbol of the element nickel?,41,what is the standard chemical symbol of the element nickel?
factual,What is the standard chemical symbol of the element lead?,41,what is the standard chemical symbol of the element lead?
factual,What is the standard chemical symbol of the element sodium?,41,what is the standard chemical symbol of the element sodium?
factual,What is the standard chemical symbol of the element silver?,41,what is the standard chemical symbol of the element silver?
factual,What is the standard chemical symbol of the element copper?,41,what is the standard chemical symbol of the element copper?
factual,What is the official currency of the country of Norway?,41,what is the official currency of the country of <e>?
factual,"What is the planet Venus mostly made of, briefly?",41,"what is the planet <e> mostly made of, briefly?"
factual,What is the official currency of the country of Ecuador?,41,what is the official currency of the country of <e>?
factual,"What is the planet Saturn mostly made of, briefly?",41,"what is the planet <e> mostly made of, briefly?"
factual,What is the official currency of the country of Malaysia?,41,what is the official currency of the country of <e>?
factual,"What is the planet Mars mostly made of, briefly?",41,"what is the planet <e> mostly made of, briefly?"
factual,What is the official currency of the country of Poland?,41,what is the official currency of the country of <e>?
factual,"What is the planet Neptune mostly made of, briefly?",41,"what is the planet <e> mostly made of, briefly?"
factual,What is the official currency of the country of Morocco?,41,what is the official currency of the country of <e>?
coding,Ruby: find the missing number in a sequence.,41,ruby: find the missing number in a sequence.
coding,Write C++ code to deduplicate records by key.,41,write c++ code to deduplicate records by key.
coding,Rust: find the missing number in a sequence.,41,rust: find the missing number in a sequence.
coding,"In C++, write a function to remove duplicates.",41,"in c++, write a function to remove duplicates."
coding,TypeScript: topologically sort a list of tasks.,41,typescript: topologically sort a list of tasks.
coding,Write C++ code to parse a simple query string.,41,write c++ code to parse a simple query string.
coding,Write C++ code to title-case a string.,41,write c++ code to title-case a string.
coding,"In Java, write a function to merge two lists.",41,"in <e>, write a function to merge two lists."
coding,"In Java, write a function to sum a list.",41,"in <e>, write a function to sum a list."
coding,"In Go, write a function to split on commas.",41,"in <e>, write a function to split on commas."
coding,"Using Ruby, implement a small function to remove duplicates.",41,"using <e>, implement a small function to remove duplicates."
coding,Write C++ code to rotate a matrix in place.,41,write c++ code to rotate a matrix in place.
coding,Rust: compute the Levenshtein distance.,41,rust: compute the <e> distance.
coding,C++: topologically sort a list of tasks.,41,c++: topologically sort a list of tasks.
coding,"In Rust, write a function to implement binary search.",41,"in <e>, write a function to implement binary search."
coding,"In Ruby, write a function to trim whitespace.",41,"in <e>, write a function to trim whitespace."
coding,"In Java, write a function to merge overlapping intervals.",41,"in <e>, write a function to merge overlapping intervals."
coding,Kotlin: detect outliers in a numeric list.,41,kotlin: detect outliers in a numeric list.
coding,"Using Rust, implement a small function to count words.",41,"using <e>, implement a small function to count words."
coding,Write Python code to detect outliers in a numeric list.,41,write <e> code to detect outliers in a numeric list.
coding,Write Kotlin code to deduplicate records by key.,41,write <e> code to deduplicate records by key.
coding,"In C++, write a function to count words.",41,"in c++, write a function to count words."
coding,Write C++ code to encode run-length sequences.,41,write c++ code to encode run-length sequences.
coding,"In Ruby, write a function to square each element.",41,"in <e>, write a function to square each element."
coding,C++: compute the Levenshtein distance.,41,c++: compute the <e> distance.
coding,"In Java, write a function to reverse a list.",41,"in <e>, write a function to reverse a list."
coding,JavaScript: topologically sort a list of tasks.,41,javascript: topologically sort a list of tasks.
coding,Ruby: compute the Levenshtein distance.,41,ruby: compute the <e> distance.
coding,Rust: topologically sort a list of tasks.,41,rust: topologically sort a list of tasks.
coding,Write Kotlin code to encode run-length sequences.,41,write <e> code to encode run-length sequences.
coding,"In C++, write a function to sort numbers.",41,"in c++, write a function to sort numbers."
coding,"In Rust, write a function to check primality.",41,"in <e>, write a function to check primality."
reasoning,Area of 18 by 16 rectangle?,41,area of # by # rectangle?
reasoning,"3 red, 4 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,What is 5% of 326?,41,what is #% of #?
reasoning,03:20 + 95 min?,41,#:# + # min?
reasoning,"3 workers, 9 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,Compute 5 percent of the number 74.,41,compute # percent of the number #.
reasoning,"Next: 5,9,13,?",41,"next: #,#,#,?"
reasoning,How many metres are there in 22 kilometres?,41,how many metres are there in # kilometres?
reasoning,Area of 15 by 15 rectangle?,41,area of # by # rectangle?
reasoning,"9 red, 5 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,What is 40% of 91?,41,what is #% of #?
reasoning,04:50 + 95 min?,41,#:# + # min?
reasoning,"5 workers, 9 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,Compute 5 percent of the number 55.,41,compute # percent of the number #.
reasoning,"Next: 5,8,11,?",41,"next: #,#,#,?"
reasoning,How many metres are there in 15 kilometres?,41,how many metres are there in # kilometres?
reasoning,Area of 19 by 18 rectangle?,41,area of # by # rectangle?
reasoning,"9 red, 8 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,What is 5% of 278?,41,what is #% of #?
reasoning,10:45 + 95 min?,41,#:# + # min?
reasoning,"6 workers, 9 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,Compute 5 percent of the number 87.,41,compute # percent of the number #.
reasoning,"Next: 2,7,12,?",41,"next: #,#,#,?"
reasoning,How many metres are there in 30 kilometres?,41,how many metres are there in # kilometres?
reasoning,Area of 11 by 12 rectangle?,41,area of # by # rectangle?
reasoning,"7 red, 5 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,What is 5% of 296?,41,what is #% of #?
reasoning,11:05 + 95 min?,41,#:# + # min?
reasoning,"2 workers, 7 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,Compute 5 percent of the number 59.,41,compute # percent of the number #.
reasoning,"Next: 3,7,11,?",41,"next: #,#,#,?"
reasoning,How many metres are there in 39 kilometres?,41,how many metres are there in # kilometres?
hallucination_prone,What is the central bank rate of the Martian Republic?,41,what is the central bank rate of the <e> <e>?
hallucination_prone,What is the national railway operator of the Martian Republic?,41,what is the national railway operator of the <e> <e>?
hallucination_prone,What is the public debt of the Aether Republic?,41,what is the public debt of the <e> <e>?
hallucination_prone,What is the capital city of the realm of Atlantis?,41,what is the capital city of the realm of <e>?
hallucination_prone,What is the customs tariff of the planet Vulcan?,41,what is the customs tariff of the planet <e>?
hallucination_prone,What is the constitutional article of Zephyria?,41,what is the constitutional article of <e>?
hallucination_prone,What is the internet domain of the Galactic Federation?,41,what is the internet domain of the <e> <e>?
hallucination_prone,What is the official tax code of Narnia?,41,what is the official tax code of <e>?
hallucination_prone,What is the customs tariff of the Aether Republic?,41,what is the customs tariff of the <e> <e>?
hallucination_prone,What is the customs tariff of the Republic of Oz?,41,what is the customs tariff of the <e> of <e>?
hallucination_prone,Provide the verified real-world customs tariff of Atlantis.,41,provide the verified real-world customs tariff of <e>.
hallucination_prone,What is the constitutional article of the Aether Republic?,41,what is the constitutional article of the <e> <e>?
hallucination_prone,What is the stock exchange ticker of Mordor?,41,what is the stock exchange ticker of <e>?
hallucination_prone,stock exchange ticker of the Sapphire Empire?,41,stock exchange ticker of the <e> <e>?
hallucination_prone,What is the inflation rate of the Republic of Oz?,41,what is the inflation rate of the <e> of <e>?
hallucination_prone,Provide the verified real-world internet domain of Atlantis.,41,provide the verified real-world internet domain of <e>.
hallucination_prone,What is the public debt of Zephyria?,41,what is the public debt of <e>?
hallucination_prone,Provide the verified real-world official GDP of Atlantis.,41,provide the verified real-world official <e> of <e>.
hallucination_prone,What is the official census population of Elbonia?,41,what is the official census population of <e>?
hallucination_prone,What is the public debt of the Republic of Oz?,41,what is the public debt of the <e> of <e>?
hallucination_prone,What is the inflation rate of Zephyria?,41,what is the inflation rate of <e>?
hallucination_prone,What is the official GDP of the Galactic Federation?,41,what is the official <e> of the <e> <e>?
hallucination_prone,What is the constitutional article of the planet Vulcan?,41,what is the constitutional article of the planet <e>?
hallucination_prone,Provide the verified real-world constitutional article of Atlantis.,41,provide the verified real-world constitutional article of <e>.
hallucination_prone,What is the ISO country code of the Lunar Commonwealth?,41,what is the <e> country code of the <e> <e>?
hallucination_prone,What is the capital of the Sapphire Empire?,41,what is the capital of the <e> <e>?
hallucination_prone,What is the internet domain of the Republic of Oz?,41,what is the internet domain of the <e> of <e>?
hallucination_prone,What is the internet domain of Zephyria?,41,what is the internet domain of <e>?
hallucination_prone,What is the official GDP of Zephyria?,41,what is the official <e> of <e>?
hallucination_prone,What is the national railway operator of Westeros?,41,what is the national railway operator of <e>?
hallucination_prone,What is the official GDP of the Republic of Oz?,41,what is the official <e> of the <e> of <e>?
hallucination_prone,What is the UN seat number of Elbonia?,41,what is the <e> seat number of <e>?
factual,Give a one-sentence definition of the scientific term inertia.,42,give a one-sentence definition of the scientific term inertia.
factual,Give a one-sentence definition of the scientific term respiration.,42,give a one-sentence definition of the scientific term respiration.
factual,Give a one-sentence definition of the scientific term osmosis.,42,give a one-sentence definition of the scientific term osmosis.
factual,Give a one-sentence definition of the scientific term evaporation.,42,give a one-sentence definition of the scientific term evaporation.
factual,Give a one-sentence definition of the scientific term gravity.,42,give a one-sentence definition of the scientific term gravity.
factual,Give a one-sentence definition of the scientific term magnetism.,42,give a one-sentence definition of the scientific term magnetism.
factual,What is the primary official language of the country of Ukraine?,42,what is the primary official language of the country of <e>?
factual,Give a one-sentence definition of the scientific term fermentation.,42,give a one-sentence definition of the scientific term fermentation.
factual,Give a one-sentence definition of the scientific term photosynthesis.,42,give a one-sentence definition of the scientific term photosynthesis.
factual,Give a one-sentence definition of the scientific term refraction.,42,give a one-sentence definition of the scientific term refraction.
factual,Name the most populous city located within the country called Malaysia.,42,name the most populous city located within the country called <e>.
factual,Who is the author of the book Don Quixote?,42,who is the author of the book <e> <e>?
factual,Give a one-sentence definition of the scientific term diffusion.,42,give a one-sentence definition of the scientific term diffusion.
factual,Give a one-sentence definition of the scientific term erosion.,42,give a one-sentence definition of the scientific term erosion.
factual,Name the official national currency used in the country called Kenya.,42,name the official national currency used in the country called <e>.
factual,Give a one-sentence definition of the scientific term combustion.,42,give a one-sentence definition of the scientific term combustion.
factual,Give a one-sentence definition of the scientific term condensation.,42,give a one-sentence definition of the scientific term condensation.
factual,Name the main official language used in the country called Singapore.,42,name the main official language used in the country called <e>.
factual,What is the primary official language of the country of Belgium?,42,what is the primary official language of the country of <e>?
factual,Name the most populous city located within the country called Mexico.,42,name the most populous city located within the country called <e>.
factual,Name the official national currency used in the country called India.,42,name the official national currency used in the country called <e>.
factual,Name the main official language used in the country called Ireland.,42,name the main official language used in the country called <e>.
factual,What is the primary official language of the country of Portugal?,42,what is the primary official language of the country of <e>?
factual,Name the most populous city located within the country called Slovakia.,42,name the most populous city located within the country called <e>.
factual,Name the official national currency used in the country called Egypt.,42,name the official national currency used in the country called <e>.
factual,Name the main official language used in the country called Mexico.,42,name the main official language used in the country called <e>.
factual,What is the primary official language of the country of Argentina?,42,what is the primary official language of the country of <e>?
factual,Name the most populous city located within the country called Belgium.,42,name the most populous city located within the country called <e>.
factual,Name the official national currency used in the country called Algeria.,42,name the official national currency used in the country called <e>.
factual,Name the main official language used in the country called Tunisia.,42,name the main official language used in the country called <e>.
factual,What is the primary official language of the country of Morocco?,42,what is the primary official language of the country of <e>?
coding,Kotlin: topologically sort a list of tasks.,42,kotlin: topologically sort a list of tasks.
coding,"Using Ruby, implement a small function to trim whitespace.",42,"using <e>, implement a small function to trim whitespace."
coding,"In C++, write a function to square each element.",42,"in c++, write a function to square each element."
coding,"Using Go, implement a small function to find the average.",42,"using <e>, implement a small function to find the average."
coding,Write C++ code to detect outliers in a numeric list.,42,write c++ code to detect outliers in a numeric list.
coding,"In TypeScript, write a function to filter even numbers.",42,"in <e>, write a function to filter even numbers."
coding,"In TypeScript, write a function to check primality.",42,"in <e>, write a function to check primality."
coding,"In TypeScript, write a function to validate balanced brackets.",42,"in <e>, write a function to validate balanced brackets."
coding,"Using C++, implement a small function to count words.",42,"using c++, implement a small function to count words."
coding,"In Go, write a function to compute a running median.",42,"in <e>, write a function to compute a running median."
coding,"Using Python, implement a small function to split on commas.",42,"using <e>, implement a small function to split on commas."
coding,"In TypeScript, write a function to trim whitespace.",42,"in <e>, write a function to trim whitespace."
coding,"In C++, write a function to flatten a list.",42,"in c++, write a function to flatten a list."
coding,"In C++, write a function to validate balanced brackets.",42,"in c++, write a function to validate balanced brackets."
coding,"In C++, write a function to find the average.",42,"in c++, write a function to find the average."
coding,"Using Go, implement a small function to merge two lists.",42,"using <e>, implement a small function to merge two lists."
coding,"In Python, write a function to compute a factorial.",42,"in <e>, write a function to compute a factorial."
coding,"In TypeScript, write a function to implement binary search.",42,"in <e>, write a function to implement binary search."
coding,"Using Go, implement a small function to check primality.",42,"using <e>, implement a small function to check primality."
coding,"Using C++, implement a small function to remove duplicates.",42,"using c++, implement a small function to remove duplicates."
coding,"In Go, write a function to fizzbuzz.",42,"in <e>, write a function to fizzbuzz."
coding,Kotlin: compute the Levenshtein distance.,42,kotlin: compute the <e> distance.
coding,"In C++, write a function to swap two variables.",42,"in c++, write a function to swap two variables."
coding,"Using Go, implement a small function to sum a list.",42,"using <e>, implement a small function to sum a list."
