label,prompt,token_length,template_id
reasoning,Thursday + 36 days = ?,6,thursday + # days = ?
reasoning,15% of 391?,6,#% of #?
reasoning,Compute 54 + 85.,6,compute # + #.
reasoning,What is 68 plus 41?,6,what is # plus #?
reasoning,Thursday + 22 days = ?,6,thursday + # days = ?
reasoning,30% of 381?,6,#% of #?
reasoning,Compute 14 + 61.,6,compute # + #.
reasoning,What is 55 plus 34?,6,what is # plus #?
reasoning,Thursday + 56 days = ?,6,thursday + # days = ?
reasoning,40% of 394?,6,#% of #?
reasoning,Compute 87 + 12.,6,compute # + #.
reasoning,What is 19 plus 43?,6,what is # plus #?
reasoning,Thursday + 6 days = ?,6,thursday + # days = ?
reasoning,25% of 362?,6,#% of #?
reasoning,Compute 92 + 16.,6,compute # + #.
reasoning,What is 85 plus 67?,6,what is # plus #?
reasoning,Thursday + 55 days = ?,6,thursday + # days = ?
hallucination_prone,inflation rate of Atlantis?,6,inflation rate of <e>?
hallucination_prone,airport code of Atlantis?,6,airport code of <e>?
hallucination_prone,national railway operator of Atlantis?,6,national railway operator of <e>?
hallucination_prone,official tax code of Atlantis?,6,official tax code of <e>?
hallucination_prone,central bank rate of Atlantis?,6,central bank rate of <e>?
hallucination_prone,internet domain of Camelot?,6,internet domain of <e>?
hallucination_prone,public debt of Mordor?,6,public debt of <e>?
hallucination_prone,Capital of the planet Vulcan?,6,capital of the planet <e>?
hallucination_prone,constitutional article of Mordor?,6,constitutional article of <e>?
hallucination_prone,customs tariff of Atlantis?,6,customs tariff of <e>?
hallucination_prone,UN seat number of Atlantis?,6,un seat number of <e>?
hallucination_prone,Capital of the Lunar Commonwealth?,6,capital of the <e> <e>?
hallucination_prone,official census population of Atlantis?,6,official census population of <e>?
hallucination_prone,official GDP of Mordor?,6,official <e> of <e>?
hallucination_prone,Capital of Narnia?,6,capital of <e>?
hallucination_prone,Who ruled Atlantis in 1993?,6,who ruled <e> in #?
hallucination_prone,ISO country code of Atlantis?,6,iso country code of <e>?
hallucination_prone,internet domain of Westeros?,6,internet domain of <e>?
hallucination_prone,public debt of Neverland?,6,public debt of <e>?
factual,Define erosion in one sentence.,7,define erosion in one sentence.
factual,Define combustion in one sentence.,7,define combustion in one sentence.
factual,What is the capital of Ghana?,7,what is the capital of <e>?
factual,Define diffusion in one sentence.,7,define diffusion in one sentence.
factual,Symbol of the element silver?,7,symbol of the element silver?
factual,What is plate tectonics?,7,what is plate tectonics?
factual,"What colour is Saturn, briefly?",7,"what colour is <e>, briefly?"
factual,Symbol of the element nickel?,7,symbol of the element nickel?
factual,Symbol of the element neon?,7,symbol of the element neon?
factual,What currency does Paraguay use?,7,what currency does <e> use?
factual,Define fermentation in one sentence.,7,define fermentation in one sentence.
factual,Define gravity in one sentence.,7,define gravity in one sentence.
factual,Symbol of the element calcium?,7,symbol of the element calcium?
factual,Symbol of the element tin?,7,symbol of the element tin?
factual,Who wrote Don Quixote?,7,who wrote <e> <e>?
coding,TypeScript: validate balanced brackets.,7,typescript: validate balanced brackets.
coding,Go: compute a running median.,7,go: compute a running median.
coding,TypeScript: reverse a string.,7,typescript: reverse a string.
coding,Rust: split on commas.,7,rust: split on commas.
coding,Kotlin: sort numbers.,7,kotlin: sort numbers.
coding,TypeScript: remove duplicates.,7,typescript: remove duplicates.
coding,Go: flatten a list.,7,go: flatten a list.
coding,Java: validate an email address.,7,java: validate an email address.
coding,TypeScript: reverse a list.,7,typescript: reverse a list.
coding,Ruby: compute a running median.,7,ruby: compute a running median.
coding,C++: merge overlapping intervals.,7,c++: merge overlapping intervals.
coding,Rust: compute a factorial.,7,rust: compute a factorial.
coding,Ruby: split on commas.,7,ruby: split on commas.
coding,C++: trim whitespace.,7,c++: trim whitespace.
coding,Go: compute a factorial.,7,go: compute a factorial.
reasoning,What is 40% of 267?,7,what is #% of #?
reasoning,Area of 10 by 8 rectangle?,7,area of # by # rectangle?
reasoning,06:30 + 95 min?,7,#:# + # min?
reasoning,What is 40% of 164?,7,what is #% of #?
reasoning,Area of 8 by 4 rectangle?,7,area of # by # rectangle?
reasoning,11:10 + 95 min?,7,#:# + # min?
reasoning,What is 30% of 150?,7,what is #% of #?
reasoning,Area of 7 by 4 rectangle?,7,area of # by # rectangle?
reasoning,10:20 + 95 min?,7,#:# + # min?
reasoning,What is 5% of 87?,7,what is #% of #?
reasoning,Area of 12 by 17 rectangle?,7,area of # by # rectangle?
reasoning,11:20 + 95 min?,7,#:# + # min?
reasoning,What is 15% of 335?,7,what is #% of #?
reasoning,Area of 11 by 17 rectangle?,7,area of # by # rectangle?
reasoning,02:05 + 95 min?,7,#:# + # min?
hallucination_prone,What is the capital of Atlantis?,7,what is the capital of <e>?
hallucination_prone,Capital of the Republic of Oz?,7,capital of the <e> of <e>?
hallucination_prone,customs tariff of Westeros?,7,customs tariff of <e>?
hallucination_prone,official census population of Westeros?,7,official census population of <e>?
hallucination_prone,Who ruled Atlantis in 1790?,7,who ruled <e> in #?
hallucination_prone,inflation rate of Neverland?,7,inflation rate of <e>?
hallucination_prone,public debt of the Aether Republic?,7,public debt of the <e> <e>?
hallucination_prone,official GDP of the Moon Kingdom?,7,official <e> of the <e> <e>?
hallucination_prone,internet domain of the Moon Kingdom?,7,internet domain of the <e> <e>?
hallucination_prone,constitutional article of Gondor?,7,constitutional article of <e>?
hallucination_prone,stock exchange ticker of Atlantis?,7,stock exchange ticker of <e>?
hallucination_prone,airport code of Camelot?,7,airport code of <e>?
hallucination_prone,UN seat number of Westeros?,7,un seat number of <e>?
hallucination_prone,constitutional article of the Moon Kingdom?,7,constitutional article of the <e> <e>?
hallucination_prone,internet domain of Narnia?,7,internet domain of <e>?
factual,What is the capital of Paraguay?,8,what is the capital of <e>?
factual,What is the chemical symbol of nickel?,8,what is the chemical symbol of nickel?
factual,What is the chemical symbol of copper?,8,what is the chemical symbol of copper?
factual,What is the capital city of Egypt?,8,what is the capital city of <e>?
factual,What is the chemical symbol of calcium?,8,what is the chemical symbol of calcium?
factual,What is the chemical symbol of oxygen?,8,what is the chemical symbol of oxygen?
factual,"What colour is Uranus, briefly?",8,"what colour is <e>, briefly?"
factual,What is the chemical symbol of magnesium?,8,what is the chemical symbol of magnesium?
factual,Define photosynthesis in one sentence.,8,define photosynthesis in one sentence.
coding,Python: build a small inverted index.,8,python: build a small inverted index.
coding,Rust: group anagrams together.,8,rust: group anagrams together.
coding,Rust: title-case a string.,8,rust: title-case a string.
coding,C++: fizzbuzz.,8,c++: fizzbuzz.
coding,JavaScript: join with dashes.,8,javascript: join with dashes.
coding,Kotlin: remove duplicates.,8,kotlin: remove duplicates.
coding,Kotlin: reverse a string.,8,kotlin: reverse a string.
coding,Write Rust code to find the average.,8,write <e> code to find the average.
coding,Write Python code to swap two variables.,8,write <e> code to swap two variables.
reasoning,What is 25% of 362?,8,what is #% of #?
reasoning,"Average of 30, 10, 21?",8,"average of #, #, #?"
reasoning,What is 40% of 394?,8,what is #% of #?
reasoning,"Average of 25, 27, 14?",8,"average of #, #, #?"
reasoning,What is 15% of 391?,8,what is #% of #?
reasoning,"Average of 19, 12, 39?",8,"average of #, #, #?"
reasoning,What is 30% of 381?,8,what is #% of #?
reasoning,"Average of 37, 39, 11?",8,"average of #, #, #?"
reasoning,"Average of 23, 18, 20?",8,"average of #, #, #?"
hallucination_prone,official GDP of the Republic of Oz?,8,official <e> of the <e> of <e>?
hallucination_prone,Nobel Prize in Alchemy 1972 winner?,8,nobel <e> in <e> # winner?
hallucination_prone,inflation rate of the planet Vulcan?,8,inflation rate of the planet <e>?
hallucination_prone,national railway operator of Narnia?,8,national railway operator of <e>?
hallucination_prone,central bank rate of the Moon Kingdom?,8,central bank rate of the <e> <e>?
hallucination_prone,What is the airport code of Atlantis?,8,what is the airport code of <e>?
hallucination_prone,official census population of the planet Vulcan?,8,official census population of the planet <e>?
hallucination_prone,official tax code of Elbonia?,8,official tax code of <e>?
hallucination_prone,inflation rate of Narnia?,8,inflation rate of <e>?
factual,What is the capital city of Paraguay?,9,what is the capital city of <e>?
factual,Who is the author of the book 1984?,9,who is the author of the book #?
factual,Define evaporation in one sentence.,9,define evaporation in one sentence.
factual,Define osmosis in one sentence.,9,define osmosis in one sentence.
factual,Who is the author of the book Faust?,9,who is the author of the book <e>?
coding,Write C++ code to implement binary search.,9,write c++ code to implement binary search.
coding,Kotlin: join with dashes.,9,kotlin: join with dashes.
coding,Write C++ code to find the average.,9,write c++ code to find the average.
coding,Write TypeScript code to reverse a list.,9,write <e> code to reverse a list.
coding,Write C++ code to find the minimum.,9,write c++ code to find the minimum.
reasoning,Compute 5 percent of the number 278.,9,compute # percent of the number #.
reasoning,Age 10 yrs ago if now 59?,9,age # yrs ago if now #?
reasoning,"Next: 3,7,11,?",9,"next: #,#,#,?"
reasoning,How many metres are there in 17 kilometres?,9,how many metres are there in # kilometres?
reasoning,Compute 25 percent of the number 327.,9,compute # percent of the number #.
hallucination_prone,What is the central bank rate of Atlantis?,9,what is the central bank rate of <e>?
hallucination_prone,UN seat number of Zephyria?,9,un seat number of <e>?
hallucination_prone,national railway operator of the Republic of Oz?,9,national railway operator of the <e> of <e>?
hallucination_prone,Who ruled the Sapphire Empire in 1834?,9,who ruled the <e> <e> in #?
hallucination_prone,stock exchange ticker of the planet Vulcan?,9,stock exchange ticker of the planet <e>?
factual,Who is the author of the book Hamlet?,10,who is the author of the book <e>?
factual,Who is the author of the book The Trial?,10,who is the author of the book <e> <e>?
factual,On which continent is the country of Norway located?,10,on which continent is the country of <e> located?
factual,Name the capital city of the country called Lebanon.,10,name the capital city of the country called <e>.
factual,Define plate tectonics in one sentence.,10,define plate tectonics in one sentence.
factual,Who is the author of the book The Stranger?,10,who is the author of the book <e> <e>?
factual,On which continent is the country of Argentina located?,10,on which continent is the country of <e> located?
factual,Name the capital city of the country called Brazil.,10,name the capital city of the country called <e>.
factual,Who is the author of the book The Odyssey?,10,who is the author of the book <e> <e>?
factual,On which continent is the country of Uruguay located?,10,on which continent is the country of <e> located?
factual,Name the capital city of the country called Latvia.,10,name the capital city of the country called <e>.
factual,On which continent is the country of Turkey located?,10,on which continent is the country of <e> located?
factual,Name the capital city of the country called Switzerland.,10,name the capital city of the country called <e>.
factual,On which continent is the country of Portugal located?,10,on which continent is the country of <e> located?
factual,Name the capital city of the country called Italy.,10,name the capital city of the country called <e>.
coding,Kotlin: check a palindrome.,10,kotlin: check a palindrome.
coding,Write Kotlin code to join with dashes.,10,write <e> code to join with dashes.
coding,Rust: compute the Levenshtein distance.,10,rust: compute the <e> distance.
coding,Write Java code to encode run-length sequences.,10,write <e> code to encode run-length sequences.
coding,Go: find the missing number in a sequence.,10,go: find the missing number in a sequence.
coding,Rust: detect outliers in a numeric list.,10,rust: detect outliers in a numeric list.
coding,Write Java code to build a small inverted index.,10,write <e> code to build a small inverted index.
coding,Kotlin: find the longest common prefix.,10,kotlin: find the longest common prefix.
coding,Python: topologically sort a list of tasks.,10,python: topologically sort a list of tasks.
coding,Write TypeScript code to fizzbuzz.,10,write <e> code to fizzbuzz.
coding,Ruby: find the missing number in a sequence.,10,ruby: find the missing number in a sequence.
coding,Kotlin: build a small inverted index.,10,kotlin: build a small inverted index.
coding,Go: compute the Levenshtein distance.,10,go: compute the <e> distance.
coding,Python: compute the Levenshtein distance.,10,python: compute the <e> distance.
coding,Python: deduplicate records by key.,10,python: deduplicate records by key.
reasoning,36 km/h for 4 h: distance?,10,# km/h for # h: distance?
reasoning,Compute 25 percent of the number 362.,10,compute # percent of the number #.
reasoning,"5 red, 7 blue; P(red)?",10,"# red, # blue; <e>(<e>)?"
reasoning,"11 workers, 2 days: worker-days?",10,"# workers, # days: worker-days?"
reasoning,Split 50 in 4:1; larger share?,10,split # in #:#; larger share?
reasoning,What is the remainder of 95 divided by 3?,10,what is the remainder of # divided by #?
reasoning,92 km/h for 7 h: distance?,10,# km/h for # h: distance?
reasoning,Compute 40 percent of the number 394.,10,compute # percent of the number #.
reasoning,"15 red, 10 blue; P(red)?",10,"# red, # blue; <e>(<e>)?"
reasoning,"11 workers, 23 days: worker-days?",10,"# workers, # days: worker-days?"
reasoning,Split 52 in 2:1; larger share?,10,split # in #:#; larger share?
reasoning,What is the remainder of 27 divided by 5?,10,what is the remainder of # divided by #?
reasoning,106 km/h for 5 h: distance?,10,# km/h for # h: distance?
reasoning,Compute 15 percent of the number 391.,10,compute # percent of the number #.
reasoning,"8 red, 19 blue; P(red)?",10,"# red, # blue; <e>(<e>)?"
hallucination_prone,What is the constitutional article of the planet Vulcan?,10,what is the constitutional article of the planet <e>?
hallucination_prone,What is the customs tariff of the planet Vulcan?,10,what is the customs tariff of the planet <e>?
hallucination_prone,What is the ISO country code of Camelot?,10,what is the <e> country code of <e>?
hallucination_prone,What is the public debt of Elbonia?,10,what is the public debt of <e>?
hallucination_prone,What is the UN seat number of Westeros?,10,what is the <e> seat number of <e>?
hallucination_prone,What is the official GDP of the Martian Republic?,10,what is the official <e> of the <e> <e>?
hallucination_prone,What is the constitutional article of the Galactic Federation?,10,what is the constitutional article of the <e> <e>?
hallucination_prone,Who won the Nobel Prize in Alchemy in 1904?,10,who won the <e> <e> in <e> in #?
hallucination_prone,What is the stock exchange ticker of Atlantis?,10,what is the stock exchange ticker of <e>?
hallucination_prone,What is the constitutional article of Elbonia?,10,what is the constitutional article of <e>?
hallucination_prone,What is the official census population of Camelot?,10,what is the official census population of <e>?
hallucination_prone,What is the internet domain of the Aether Republic?,10,what is the internet domain of the <e> <e>?
hallucination_prone,What is the national railway operator of Eldoria?,10,what is the national railway operator of <e>?
hallucination_prone,What is the official GDP of Elbonia?,10,what is the official <e> of <e>?
hallucination_prone,stock exchange ticker of Zephyria?,10,stock exchange ticker of <e>?
factual,What is the standard chemical symbol of the element carbon?,11,what is the standard chemical symbol of the element carbon?
factual,What is the standard chemical symbol of the element chlorine?,11,what is the standard chemical symbol of the element chlorine?
factual,What is the standard chemical symbol of the element calcium?,11,what is the standard chemical symbol of the element calcium?
factual,What is the standard chemical symbol of the element zinc?,11,what is the standard chemical symbol of the element zinc?
factual,Who is the author of the book War and Peace?,11,who is the author of the book <e> and <e>?
factual,What is the standard chemical symbol of the element magnesium?,11,what is the standard chemical symbol of the element magnesium?
factual,"What is the planet Earth mostly made of, briefly?",11,"what is the planet <e> mostly made of, briefly?"
factual,What is the standard chemical symbol of the element silver?,11,what is the standard chemical symbol of the element silver?
factual,What is the official currency of the country of Romania?,11,what is the official currency of the country of <e>?
factual,What is the standard chemical symbol of the element nickel?,11,what is the standard chemical symbol of the element nickel?
factual,What is the standard chemical symbol of the element tin?,11,what is the standard chemical symbol of the element tin?
factual,What is the standard chemical symbol of the element iron?,11,what is the standard chemical symbol of the element iron?
factual,What is the standard chemical symbol of the element sulfur?,11,what is the standard chemical symbol of the element sulfur?
factual,What is the standard chemical symbol of the element sodium?,11,what is the standard chemical symbol of the element sodium?
factual,On which continent is the country of Paraguay located?,11,on which continent is the country of <e> located?
factual,Name the capital city of the country called Paraguay.,11,name the capital city of the country called <e>.
factual,What is the standard chemical symbol of the element gold?,11,what is the standard chemical symbol of the element gold?
factual,What is the standard chemical symbol of the element oxygen?,11,what is the standard chemical symbol of the element oxygen?
factual,What is the standard chemical symbol of the element neon?,11,what is the standard chemical symbol of the element neon?
factual,What is the standard chemical symbol of the element lead?,11,what is the standard chemical symbol of the element lead?
coding,Write Python code to find connected components in a graph.,11,write <e> code to find connected components in a graph.
coding,JavaScript: topologically sort a list of tasks.,11,javascript: topologically sort a list of tasks.
coding,TypeScript: find the missing number in a sequence.,11,typescript: find the missing number in a sequence.
coding,Write C++ code to parse a simple query string.,11,write c++ code to parse a simple query string.
coding,Kotlin: find connected components in a graph.,11,kotlin: find connected components in a graph.
coding,JavaScript: detect outliers in a numeric list.,11,javascript: detect outliers in a numeric list.
coding,"Using Ruby, implement a small function to sort numbers.",11,"using <e>, implement a small function to sort numbers."
coding,Write C++ code to build a small inverted index.,11,write c++ code to build a small inverted index.
coding,"In JavaScript, write a function to count vowels.",11,"in <e>, write a function to count vowels."
coding,Write Kotlin code to encode run-length sequences.,11,write <e> code to encode run-length sequences.
coding,"In Rust, write a function to find the maximum.",11,"in <e>, write a function to find the maximum."
coding,Write Kotlin code to rotate a matrix in place.,11,write <e> code to rotate a matrix in place.
coding,JavaScript: find the missing number in a sequence.,11,javascript: find the missing number in a sequence.
coding,"Using Python, implement a small function to count words.",11,"using <e>, implement a small function to count words."
coding,TypeScript: topologically sort a list of tasks.,11,typescript: topologically sort a list of tasks.
coding,"In Kotlin, write a function to sort numbers.",11,"in <e>, write a function to sort numbers."
coding,TypeScript: detect outliers in a numeric list.,11,typescript: detect outliers in a numeric list.
coding,C++: compute the Levenshtein distance.,11,c++: compute the <e> distance.
coding,"In C++, write a function to sort numbers.",11,"in c++, write a function to sort numbers."
coding,JavaScript: compute the Levenshtein distance.,11,javascript: compute the <e> distance.
reasoning,Add the numbers 86 and 50 and give the total.,11,add the numbers # and # and give the total.
reasoning,Worker-days for 12 workers over 10 days?,11,worker-days for # workers over # days?
reasoning,Simple interest on 264 at 2% for 1 yr?,11,simple interest on # at #% for # yr?
reasoning,Larger: 5/9 or 2/10?,11,larger: #/# or #/#?
reasoning,Add the numbers 48 and 53 and give the total.,11,add the numbers # and # and give the total.
reasoning,Worker-days for 23 workers over 29 days?,11,worker-days for # workers over # days?
reasoning,Simple interest on 123 at 5% for 1 yr?,11,simple interest on # at #% for # yr?
reasoning,Larger: 8/5 or 5/5?,11,larger: #/# or #/#?
reasoning,Add the numbers 21 and 87 and give the total.,11,add the numbers # and # and give the total.
reasoning,Worker-days for 16 workers over 7 days?,11,worker-days for # workers over # days?
reasoning,Simple interest on 201 at 5% for 1 yr?,11,simple interest on # at #% for # yr?
reasoning,Larger: 4/9 or 6/6?,11,larger: #/# or #/#?
reasoning,Add the numbers 46 and 80 and give the total.,11,add the numbers # and # and give the total.
reasoning,Worker-days for 39 workers over 13 days?,11,worker-days for # workers over # days?
reasoning,Simple interest on 153 at 4% for 1 yr?,11,simple interest on # at #% for # yr?
reasoning,Larger: 7/3 or 7/10?,11,larger: #/# or #/#?
reasoning,Add the numbers 90 and 37 and give the total.,11,add the numbers # and # and give the total.
reasoning,Worker-days for 36 workers over 10 days?,11,worker-days for # workers over # days?
reasoning,Simple interest on 140 at 3% for 1 yr?,11,simple interest on # at #% for # yr?
reasoning,Larger: 3/7 or 5/10?,11,larger: #/# or #/#?
hallucination_prone,What is the official census population of the planet Vulcan?,11,what is the official census population of the planet <e>?
hallucination_prone,What is the customs tariff of Zephyria?,11,what is the customs tariff of <e>?
hallucination_prone,What is the public debt of the Republic of Oz?,11,what is the public debt of the <e> of <e>?
hallucination_prone,What is the official tax code of Elbonia?,11,what is the official tax code of <e>?
hallucination_prone,What is the ISO country code of Gondor?,11,what is the <e> country code of <e>?
hallucination_prone,What is the airport code of the Republic of Oz?,11,what is the airport code of the <e> of <e>?
hallucination_prone,What is the inflation rate of Zephyria?,11,what is the inflation rate of <e>?
hallucination_prone,What is the official census population of the Lunar Commonwealth?,11,what is the official census population of the <e> <e>?
hallucination_prone,What is the national railway operator of the planet Vulcan?,11,what is the national railway operator of the planet <e>?
hallucination_prone,What is the national railway operator of the Moon Kingdom?,11,what is the national railway operator of the <e> <e>?
hallucination_prone,What is the official census population of Narnia?,11,what is the official census population of <e>?
hallucination_prone,What is the central bank rate of the Martian Republic?,11,what is the central bank rate of the <e> <e>?
hallucination_prone,What is the official GDP of the Republic of Oz?,11,what is the official <e> of the <e> of <e>?
hallucination_prone,What is the central bank rate of Narnia?,11,what is the central bank rate of <e>?
hallucination_prone,What is the official tax code of the planet Vulcan?,11,what is the official tax code of the planet <e>?
hallucination_prone,What is the UN seat number of the planet Vulcan?,11,what is the <e> seat number of the planet <e>?
hallucination_prone,What is the official GDP of Zephyria?,11,what is the official <e> of <e>?
hallucination_prone,What is the UN seat number of Narnia?,11,what is the <e> seat number of <e>?
hallucination_prone,What is the ISO country code of the planet Vulcan?,11,what is the <e> country code of the planet <e>?
hallucination_prone,What is the UN seat number of the Moon Kingdom?,11,what is the <e> seat number of the <e> <e>?
factual,Name the main official language used in the country called Belgium.,12,name the main official language used in the country called <e>.
factual,"What is the planet Uranus mostly made of, briefly?",12,"what is the planet <e> mostly made of, briefly?"
factual,What is the primary official language of the country of Singapore?,12,what is the primary official language of the country of <e>?
factual,Name the official national currency used in the country called Nepal.,12,name the official national currency used in the country called <e>.
factual,Name the most populous city located within the country called Spain.,12,name the most populous city located within the country called <e>.
factual,Who is the author of the book Don Quixote?,12,who is the author of the book <e> <e>?
factual,What is the official currency of the country of Paraguay?,12,what is the official currency of the country of <e>?
factual,Name the main official language used in the country called Latvia.,12,name the main official language used in the country called <e>.
factual,What is the primary official language of the country of Lithuania?,12,what is the primary official language of the country of <e>?
factual,Name the official national currency used in the country called Slovenia.,12,name the official national currency used in the country called <e>.
coding,"In C++, write a function to swap two variables.",12,"in c++, write a function to swap two variables."
coding,"Using Python, implement a small function to find the average.",12,"using <e>, implement a small function to find the average."
coding,Write C++ code to round to two decimals.,12,write c++ code to round to two decimals.
coding,"In C++, write a function to reverse a string.",12,"in c++, write a function to reverse a string."
coding,"In C++, write a function to find the minimum.",12,"in c++, write a function to find the minimum."
coding,"In C++, write a function to implement binary search.",12,"in c++, write a function to implement binary search."
coding,"In TypeScript, write a function to reverse a string.",12,"in <e>, write a function to reverse a string."
coding,Kotlin: topologically sort a list of tasks.,12,kotlin: topologically sort a list of tasks.
coding,"Using C++, implement a small function to sort numbers.",12,"using c++, implement a small function to sort numbers."
coding,"In Ruby, write a function to join with dashes.",12,"in <e>, write a function to join with dashes."
reasoning,P(red) from 3 red and 18 blue balls?,12,p(red) from # red and # blue balls?
reasoning,Simple interest on 726 at 3% for 1 yr?,12,simple interest on # at #% for # yr?
reasoning,P(red) from 11 red and 11 blue balls?,12,p(red) from # red and # blue balls?
reasoning,Simple interest on 852 at 4% for 1 yr?,12,simple interest on # at #% for # yr?
reasoning,P(red) from 11 red and 19 blue balls?,12,p(red) from # red and # blue balls?
reasoning,Simple interest on 758 at 5% for 1 yr?,12,simple interest on # at #% for # yr?
reasoning,P(red) from 16 red and 14 blue balls?,12,p(red) from # red and # blue balls?
reasoning,Simple interest on 676 at 3% for 1 yr?,12,simple interest on # at #% for # yr?
reasoning,P(red) from 11 red and 14 blue balls?,12,p(red) from # red and # blue balls?
reasoning,Simple interest on 852 at 2% for 1 yr?,12,simple interest on # at #% for # yr?
hallucination_prone,Provide the verified real-world official GDP of Atlantis.,12,provide the verified real-world official <e> of <e>.
hallucination_prone,What is the national railway operator of Zephyria?,12,what is the national railway operator of <e>?
hallucination_prone,What is the national railway operator of the Republic of Oz?,12,what is the national railway operator of the <e> of <e>?
hallucination_prone,Provide the verified real-world constitutional article of Atlantis.,12,provide the verified real-world constitutional article of <e>.
hallucination_prone,Provide the verified real-world airport code of Atlantis.,12,provide the verified real-world airport code of <e>.
hallucination_prone,Who governed the realm of Neverland in the year 2022?,12,who governed the realm of <e> in the year #?
hallucination_prone,What is the stock exchange ticker of the Lunar Commonwealth?,12,what is the stock exchange ticker of the <e> <e>?
hallucination_prone,What is the stock exchange ticker of Gondor?,12,what is the stock exchange ticker of <e>?
hallucination_prone,What is the central bank rate of Zephyria?,12,what is the central bank rate of <e>?
hallucination_prone,What is the ISO country code of the Republic of Oz?,12,what is the <e> country code of the <e> of <e>?
factual,What is the primary official language of the country of Paraguay?,13,what is the primary official language of the country of <e>?
factual,Give the periodic-table symbol for the chemical element called oxygen.,13,give the periodic-table symbol for the chemical element called oxygen.
factual,Name the most populous city located within the country called Paraguay.,13,name the most populous city located within the country called <e>.
factual,Name the writer who is the author of the literary work 1984.,13,name the writer who is the author of the literary work #.
